metric,increment,resource,mean,stddev,data_points
latency,0,cpu,157810.25,3654.3044054238285,"[157049, 163681, 153625, 156886]"
latency,0,disk,157810.25,3654.3044054238285,"[157049, 163681, 153625, 156886]"
latency,0,network,157810.25,3654.3044054238285,"[157049, 163681, 153625, 156886]"
latency,20,cpu,153460.75,4065.2193898361747,"[157880, 151388, 156733, 147842]"
latency,20,disk,150301.5,13256.941474186269,"[160042, 149799, 162493, 128872]"
latency,20,network,134122.5,7168.3779371626324,"[146279, 132196, 129936, 128079]"
latency,40,cpu,157121.5,3965.7222230004963,"[160089, 161873, 154193, 152331]"
latency,40,disk,154210.75,9374.9769966384447,"[140562, 156068, 153313, 166900]"
latency,40,network,146655.5,5367.5880290871801,"[140530, 147901, 143427, 154764]"
latency,60,cpu,164915.5,2849.7626655565546,"[163713, 169659, 162080, 164210]"
latency,60,disk,149939.25,11288.996022122605,"[158655, 153895, 156601, 130606]"
latency,60,network,140505.75,4696.6200812392735,"[145538, 135924, 144853, 135708]"
latency,80,cpu,169327.0,1554.3160875446151,"[168895, 167507, 171800, 169106]"
latency,80,disk,148014.75,3762.8365214954529,"[154284, 145328, 144864, 147583]"
latency,80,network,149450.5,6218.9221935959285,"[148420, 147557, 159450, 142375]"
