metric,increment,resource,mean,stddev,data_points
latency,0,cpu,30008.599999999999,765.13779151209098,"[29493, 30933, 29387, 30951, 29279]"
latency,0,disk,30008.599999999999,765.13779151209098,"[29493, 30933, 29387, 30951, 29279]"
latency,0,network,30008.599999999999,765.13779151209098,"[29493, 30933, 29387, 30951, 29279]"
