metric,increment,resource,mean,stddev,data_points
latency,0,cpu,20658.650000000001,1252.0938972377432,"[20683, 20624, 20536, 20834, 18452, 23227, 20088, 20072, 20921, 21730, 20353, 22322, 17234, 21370, 21557, 19715, 21430, 21259, 20216, 20550]"
latency,0,disk,20658.650000000001,1252.0938972377432,"[20683, 20624, 20536, 20834, 18452, 23227, 20088, 20072, 20921, 21730, 20353, 22322, 17234, 21370, 21557, 19715, 21430, 21259, 20216, 20550]"
latency,0,network,20658.650000000001,1252.0938972377432,"[20683, 20624, 20536, 20834, 18452, 23227, 20088, 20072, 20921, 21730, 20353, 22322, 17234, 21370, 21557, 19715, 21430, 21259, 20216, 20550]"
