metric,increment,resource,mean,stddev,data_points
latency,0,cpu,6915455.0,552401.63850680238,"[6957800.0, 7945450.0, 6946800.0, 6975000.0, 6949100.0, 6991950.0, 6950050.0, 5511550.0, 6947100.0, 6979750.0]"
latency,0,disk,6915455.0,552401.63850680238,"[6957800.0, 7945450.0, 6946800.0, 6975000.0, 6949100.0, 6991950.0, 6950050.0, 5511550.0, 6947100.0, 6979750.0]"
latency,0,network,6915455.0,552401.63850680238,"[6957800.0, 7945450.0, 6946800.0, 6975000.0, 6949100.0, 6991950.0, 6950050.0, 5511550.0, 6947100.0, 6979750.0]"
latency,20,cpu,9093760.0,5247832.6871576235,"[13378350.0, 0, 9182450.0, 14339050.0, 6963849.999999999, 13354900.0, 6948800.0, 13387400.0, 0, 13382800.0]"
latency,20,disk,7140640.0,940652.57210087916,"[6950400.000000001, 6320900.0, 6926500.0, 6961650.0, 6724150.0, 7949299.999999999, 6986550.0, 6049700.0, 6950250.0, 9587000.0]"
latency,20,network,7395505.0,556629.41058212169,"[6647650.0, 7443750.0, 7838300.0, 7928100.000000001, 7920999.999999999, 6935750.0, 6949150.0, 6952150.0, 6954250.0, 8384950.000000001]"
rps,0,cpu,3640.9080000000004,326.52163137531949,"[3593.09, 3146.45, 3598.78, 3584.23, 3597.59, 3575.53, 3597.08, 4535.92, 3598.62, 3581.79]"
rps,0,disk,3640.9080000000004,326.52163137531949,"[3593.09, 3146.45, 3598.78, 3584.23, 3597.59, 3575.53, 3597.08, 4535.92, 3598.62, 3581.79]"
rps,0,network,3640.9080000000004,326.52163137531949,"[3593.09, 3146.45, 3598.78, 3584.23, 3597.59, 3575.53, 3597.08, 4535.92, 3598.62, 3581.79]"
rps,20,cpu,1912.9950000000001,1168.831103036277,"[1868.69, 0, 2722.59, 1743.49, 3589.98, 1871.97, 3597.74, 1867.42, 0, 1868.07]"
rps,20,disk,3553.076,399.24066972692043,"[3596.93, 3955.13, 3609.32, 3591.11, 3717.93, 3144.92, 3578.29, 4132.44, 3597.0, 2607.69]"
rps,20,network,3399.2769999999996,250.76994445307835,"[3760.74, 3358.52, 3189.46, 3153.33, 3156.17, 3604.51, 3597.56, 3596.01, 3594.93, 2981.54]"
latency_20,0,cpu,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
latency_20,0,disk,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
latency_20,0,network,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
latency_20,20,cpu,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
latency_20,20,disk,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
latency_20,20,network,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
latency_99,0,cpu,1313.3,45.011220823256949,"[1421.0, 1285.0, 1323.0, 1306.0, 1302.0, 1340.0, 1231.0, 1308.0, 1312.0, 1305.0]"
latency_99,0,disk,1313.3,45.011220823256949,"[1421.0, 1285.0, 1323.0, 1306.0, 1302.0, 1340.0, 1231.0, 1308.0, 1312.0, 1305.0]"
latency_99,0,network,1313.3,45.011220823256949,"[1421.0, 1285.0, 1323.0, 1306.0, 1302.0, 1340.0, 1231.0, 1308.0, 1312.0, 1305.0]"
latency_99,20,cpu,1141.8,610.6587917978419,"[1397.0, 0, 1401.0, 1253.0, 1225.0, 1442.0, 1227.0, 1449.0, 0, 2024.0]"
latency_99,20,disk,1266.0999999999999,74.607573342121228,"[1293.0, 1290.0, 1223.0, 1118.0, 1290.0, 1242.0, 1320.0, 1242.0, 1222.0, 1421.0]"
latency_99,20,network,1299.5999999999999,53.798141231830677,"[1431.0, 1332.0, 1307.0, 1290.0, 1241.0, 1322.0, 1284.0, 1224.0, 1282.0, 1283.0]"
latency_50,0,cpu,36.399999999999999,3.9293765408776999,"[40.0, 40.0, 37.0, 35.0, 37.0, 42.0, 36.0, 27.0, 36.0, 34.0]"
latency_50,0,disk,36.399999999999999,3.9293765408776999,"[40.0, 40.0, 37.0, 35.0, 37.0, 42.0, 36.0, 27.0, 36.0, 34.0]"
latency_50,0,network,36.399999999999999,3.9293765408776999,"[40.0, 40.0, 37.0, 35.0, 37.0, 42.0, 36.0, 27.0, 36.0, 34.0]"
latency_50,20,cpu,35.299999999999997,19.728405916343064,"[49.0, 0, 47.0, 52.0, 27.0, 47.0, 28.0, 49.0, 0, 54.0]"
latency_50,20,disk,36.299999999999997,5.3301031884945722,"[34.0, 38.0, 42.0, 25.0, 37.0, 36.0, 41.0, 39.0, 29.0, 42.0]"
latency_50,20,network,37.600000000000001,3.0397368307141326,"[41.0, 38.0, 30.0, 39.0, 39.0, 37.0, 39.0, 36.0, 36.0, 41.0]"
percent requests within 60,0,cpu,61.5,4.3416586692184822,"[59.0, 60.0, 59.0, 62.0, 59.0, 56.0, 61.0, 73.0, 63.0, 63.0]"
