metric,increment,resource,mean,stddev,data_points
latency,0,disk,380865.29999999999,8263.5795206032435,"[390014.5, 381532.0, 367844.0, 368183.0, 384758.5, 379355.0, 386185.0, 378747.5, 382576.5, 378947.5, 384971.0, 367750.0, 376214.5, 397967.0, 387933.5]"
latency,0,network,380865.29999999999,8263.5795206032435,"[390014.5, 381532.0, 367844.0, 368183.0, 384758.5, 379355.0, 386185.0, 378747.5, 382576.5, 378947.5, 384971.0, 367750.0, 376214.5, 397967.0, 387933.5]"
latency,20,cpu,435715.78571428574,9864.8345031992412,"[446135.5, 450483.5, 430237.0, 420251.0, 439973.0, 435409.5, 427521.0]"
latency,20,disk,383442.57142857142,7529.826598404562,"[391947.0, 387086.0, 372969.0, 390995.5, 372933.0, 380005.0, 388162.5]"
latency,20,network,383670.78571428574,10999.166779667394,"[386681.5, 377561.5, 368309.0, 405468.5, 389907.0, 380407.5, 377360.5]"
latency,40,cpu,479239.28571428574,8738.2968709057732,"[498373.0, 468460.0, 478052.5, 479731.5, 472987.5, 480825.0, 476245.5]"
latency,40,disk,388757.21428571426,5990.3677674910678,"[395525.5, 397195.5, 387249.0, 384881.5, 388085.5, 390287.5, 378076.0]"
latency,40,network,383903.78571428574,8441.44435786547,"[392805.5, 389309.5, 371706.0, 391791.5, 389749.0, 379119.5, 372845.5]"
latency,60,cpu,556639.57142857148,18226.362119250261,"[559397.5, 577668.0, 545880.0, 567215.0, 550333.5, 574997.5, 520985.5]"
latency,60,disk,387476.35714285716,6553.0155747143608,"[383019.5, 382022.5, 387498.0, 399002.0, 393784.5, 378667.0, 388341.0]"
latency,60,network,386866.57142857142,11939.446943486393,"[407293.5, 366356.5, 379319.5, 394731.5, 384636.5, 391996.5, 383732.0]"
latency,80,cpu,657418.78571428568,20681.713673914837,"[632680.0, 684242.0, 675748.5, 636385.5, 662224.0, 634681.0, 675970.5]"
latency,80,disk,384210.57142857142,10624.626899091467,"[399192.0, 379173.0, 393578.0, 383807.0, 392338.5, 373927.0, 367458.5]"
latency,80,network,386729.07142857142,8262.6035737124967,"[385888.5, 378729.0, 373584.0, 389052.5, 392242.5, 386575.0, 401032.0]"
rps,0,cpu,131.34066666666669,2.8539737599042936,"[128.2, 131.05, 135.93, 135.8, 129.95, 131.8, 129.47, 132.01, 130.69, 131.94, 129.88, 135.96, 132.9, 125.64, 128.89]"
rps,0,disk,131.34066666666669,2.8539737599042936,"[128.2, 131.05, 135.93, 135.8, 129.95, 131.8, 129.47, 132.01, 130.69, 131.94, 129.88, 135.96, 132.9, 125.64, 128.89]"
rps,0,network,131.34066666666669,2.8539737599042936,"[128.2, 131.05, 135.93, 135.8, 129.95, 131.8, 129.47, 132.01, 130.69, 131.94, 129.88, 135.96, 132.9, 125.64, 128.89]"
rps,20,cpu,114.81142857142858,2.6029073227090245,"[112.07, 110.99, 116.22, 118.98, 113.64, 114.83, 116.95]"
rps,20,disk,130.44857142857146,2.5812700560074737,"[127.57, 129.17, 134.06, 127.88, 134.07, 131.58, 128.81]"
rps,20,network,130.42714285714285,3.6734324714698321,"[129.31, 132.43, 135.76, 123.31, 128.24, 131.44, 132.5]"
rps,40,cpu,104.36571428571429,1.8626544587370635,"[100.33, 106.73, 104.59, 104.22, 105.71, 103.99, 104.99]"
rps,40,disk,128.64571428571429,1.9923629699634644,"[126.41, 125.88, 129.12, 129.91, 128.84, 128.11, 132.25]"
rps,40,network,130.30285714285714,2.8893880433936348,"[127.29, 128.43, 134.51, 127.62, 128.29, 131.88, 134.1]"
rps,60,cpu,89.922857142857154,3.0197621206489296,"[89.38, 86.55, 91.6, 88.15, 90.85, 86.96, 95.97]"
rps,60,disk,129.07428571428571,2.1682570824305385,"[130.54, 130.88, 129.03, 125.31, 126.97, 132.04, 128.75]"
rps,60,network,129.36714285714285,4.0017557371223704,"[122.76, 136.48, 131.82, 126.67, 129.99, 127.55, 130.3]"
rps,80,cpu,76.129999999999995,2.4021359542825942,"[79.03, 73.07, 73.99, 78.57, 75.5, 78.78, 73.97]"
rps,80,disk,130.23714285714286,3.6201251528709566,"[125.25, 131.87, 127.04, 130.27, 127.44, 133.72, 136.07]"
rps,80,network,129.34857142857143,2.7612027843544076,"[129.57, 132.02, 133.84, 128.52, 127.47, 129.34, 124.68]"
latency_50,0,cpu,519.86666666666667,41.556173495108467,"[550.0, 539.0, 556.0, 555.0, 582.0, 538.0, 503.0, 524.0, 480.0, 523.0, 503.0, 515.0, 549.0, 407.0, 474.0]"
latency_50,0,disk,519.86666666666667,41.556173495108467,"[550.0, 539.0, 556.0, 555.0, 582.0, 538.0, 503.0, 524.0, 480.0, 523.0, 503.0, 515.0, 549.0, 407.0, 474.0]"
latency_50,0,network,519.86666666666667,41.556173495108467,"[550.0, 539.0, 556.0, 555.0, 582.0, 538.0, 503.0, 524.0, 480.0, 523.0, 503.0, 515.0, 549.0, 407.0, 474.0]"
latency_50,20,cpu,435.28571428571428,34.007202118350861,"[388.0, 492.0, 443.0, 472.0, 419.0, 428.0, 405.0]"
latency_50,20,disk,519.0,37.336309405188942,"[535.0, 472.0, 549.0, 451.0, 537.0, 553.0, 536.0]"
latency_50,20,network,533.85714285714289,40.300402590787996,"[574.0, 557.0, 578.0, 480.0, 504.0, 562.0, 482.0]"
latency_50,40,cpu,412.0,23.194827009486403,"[396.0, 426.0, 395.0, 420.0, 443.0, 372.0, 432.0]"
latency_50,40,disk,519.14285714285711,60.316850456398932,"[655.0, 469.0, 499.0, 493.0, 468.0, 506.0, 544.0]"
latency_50,40,network,522.71428571428567,24.093355845924979,"[490.0, 519.0, 548.0, 546.0, 488.0, 521.0, 547.0]"
latency_50,60,cpu,339.14285714285717,39.613953427074769,"[339.0, 295.0, 369.0, 272.0, 389.0, 337.0, 373.0]"
latency_50,60,disk,508.0,34.772731516848907,"[525.0, 531.0, 483.0, 488.0, 444.0, 534.0, 551.0]"
latency_50,60,network,502.28571428571428,31.833110730425172,"[472.0, 559.0, 524.0, 473.0, 520.0, 466.0, 502.0]"
latency_50,80,cpu,289.0,48.083261120685229,"[388.0, 309.0, 252.0, 234.0, 259.0, 309.0, 272.0]"
latency_50,80,disk,508.0,56.790341231083104,"[554.0, 527.0, 414.0, 485.0, 453.0, 530.0, 593.0]"
latency_50,80,network,507.42857142857144,42.553687578523814,"[587.0, 504.0, 511.0, 541.0, 481.0, 483.0, 445.0]"
latency_99,0,cpu,1616.4000000000001,124.14658003075773,"[1519.0, 1576.0, 1439.0, 1522.0, 1663.0, 1553.0, 1709.0, 1576.0, 1698.0, 1671.0, 1582.0, 1543.0, 1560.0, 1995.0, 1640.0]"
latency_99,0,disk,1616.4000000000001,124.14658003075773,"[1519.0, 1576.0, 1439.0, 1522.0, 1663.0, 1553.0, 1709.0, 1576.0, 1698.0, 1671.0, 1582.0, 1543.0, 1560.0, 1995.0, 1640.0]"
latency_99,0,network,1616.4000000000001,124.14658003075773,"[1519.0, 1576.0, 1439.0, 1522.0, 1663.0, 1553.0, 1709.0, 1576.0, 1698.0, 1671.0, 1582.0, 1543.0, 1560.0, 1995.0, 1640.0]"
latency_99,20,cpu,2124.5714285714284,97.301970531884677,"[2301.0, 2042.0, 2007.0, 2031.0, 2170.0, 2184.0, 2137.0]"
latency_99,20,disk,1650.1428571428571,131.98206433497867,"[1721.0, 1693.0, 1538.0, 1916.0, 1547.0, 1506.0, 1630.0]"
latency_99,20,network,1608.8571428571429,130.31876147292354,"[1689.0, 1529.0, 1385.0, 1828.0, 1683.0, 1577.0, 1571.0]"
latency_99,40,cpu,2428.4285714285716,119.02083508223873,"[2500.0, 2473.0, 2368.0, 2349.0, 2220.0, 2621.0, 2468.0]"
latency_99,40,disk,1645.1428571428571,98.239399386583855,"[1428.0, 1706.0, 1663.0, 1740.0, 1644.0, 1724.0, 1611.0]"
latency_99,40,network,1623.7142857142858,97.156301590661158,"[1669.0, 1665.0, 1473.0, 1754.0, 1683.0, 1636.0, 1486.0]"
latency_99,60,cpu,3090.7142857142858,132.81965676995929,"[3074.0, 3164.0, 3141.0, 3152.0, 2983.0, 3282.0, 2839.0]"
latency_99,60,disk,1683.8571428571429,61.99407476624237,"[1613.0, 1605.0, 1719.0, 1710.0, 1774.0, 1630.0, 1736.0]"
latency_99,60,network,1726.5714285714287,143.657188316847,"[1923.0, 1466.0, 1673.0, 1879.0, 1636.0, 1722.0, 1787.0]"
latency_99,80,cpu,3727.0,133.88161081450176,"[3667.0, 3906.0, 3757.0, 3455.0, 3803.0, 3814.0, 3687.0]"
latency_99,80,disk,1670.1428571428571,140.50768008641131,"[1664.0, 1620.0, 1905.0, 1730.0, 1782.0, 1534.0, 1456.0]"
latency_99,80,network,1662.5714285714287,115.77176702813311,"[1551.0, 1548.0, 1571.0, 1585.0, 1763.0, 1798.0, 1822.0]"
