1637,5,19.239,204.201,607.242,1085.944,1335.683,1507.762,1518.899
1637,5,28.261,203.944,638.205,1154.749,1318.757,1443.669,1446.292
1910,6,217.998,429.462,685.419,1014.429,1500.717,1685.553,1694.15
1910,6,63.494,230.754,574.148,1040.432,1222.43,1333.243,1339.365
1910,6,22.126,203.424,590.426,1034.798,1222.704,1417.492,1421.61
1910,6,44.953,313.874,654.25,1049.755,1226.514,1294.641,1309.715
1910,6,21.866,201.082,601.92,1024.462,1235.757,1421.825,1430.858
2177,7,456.51,687.113,830.904,992.34,1088.134,1196.907,1245.381
2177,7,21.359,285.4,738.903,976.658,1059.485,1188.714,1238.645
2177,7,40.621,212.314,613.947,969.076,1097.942,1184.084,1201.129
2177,7,19.395,268.506,726.957,1022.69,1101.762,1195.956,1213.344
2177,7,18.999,197.463,721.99,1036.606,1124.624,1426.937,1434.495
2440,8,203.919,404.99,628.368,1060.432,1329.443,1437.43,1447.648
2440,8,23.088,328.666,797.422,968.425,1035.575,1233.655,1327.892
2440,8,51.073,203.632,604.463,1020.236,1238.956,1829.891,1864.402
2440,8,18.198,378.822,739.659,999.467,1106.149,1393.113,1397.762
2440,8,24.103,341.207,784.911,984.962,1064.23,1249.333,1281.664
2748,9,163.334,466.367,658.364,1009.119,1266.835,1712.513,1789.07
2748,9,21.21,197.645,597.94,883.836,1116.893,1525.294,1574.719
2748,9,24.884,351.905,655.888,943.445,1144.51,1535.387,1671.974
2748,9,40.157,332.327,668.037,962.182,1195.945,1629.084,1715.384
2748,9,22.383,311.165,637.767,986.494,1258.833,1698.372,1839.949
3052,11,189.564,498.391,690.118,1014.161,1393.816,2168.107,2198.793
3052,11,36.736,329.428,662.307,951.496,1292.692,1928.233,2029.234
3052,11,27.199,330.628,694.839,930.799,1084.8,1353.583,1464.387
3052,11,18.18,191.706,700.93,965.797,1199.028,1570.416,1857.846
3052,11,21.232,246.35,502.618,989.48,1307.668,1580.755,1623.515
3357,13,156.854,354.69,748.293,1008.417,1190.596,1558.686,1792.631
3357,13,21.229,268.299,571.113,891.773,1216.922,1565.971,1622.738
3357,13,18.61,370.95,756.479,942.757,1017.923,1200.115,1410.107
3357,13,37.479,505.695,733.142,974.357,1118.073,1418.379,1472.165
3357,13,17.342,343.709,763.904,943.276,1034.185,1387.769,1494.722
3625,14,117.754,438.296,721.275,1049.615,1338.341,2161.548,2265.82
3625,14,18.687,269.226,797.092,1023.517,1219.536,1579.687,1813.682
3625,14,26.99,349.057,799.54,975.183,1135.089,1424.352,1430.876
3625,14,30.654,500.89,779.126,990.583,1184.0,1405.34,1437.75
3625,14,17.593,564.57,806.928,978.829,1183.094,1523.7,1586.677
3951,15,167.724,464.609,716.126,1014.819,1542.068,2050.989,2276.24
3951,15,30.388,576.486,761.036,979.237,1176.467,1355.276,1584.361
3951,15,25.067,320.748,733.793,985.494,1140.793,1484.863,1534.335
3951,15,21.453,540.821,731.233,931.452,1184.968,1506.869,1567.835
3951,15,23.521,479.491,693.777,959.12,1211.075,1559.736,1633.953
4270,17,64.121,305.651,761.948,987.527,1265.938,1954.137,2075.911
4270,17,17.9,499.542,779.698,1072.877,1346.661,1821.321,1923.014
4270,17,28.962,236.284,718.051,974.893,1292.842,1872.986,2012.521
4270,17,21.997,508.425,798.645,1049.841,1339.079,1788.957,1863.089
4270,17,35.674,544.002,738.185,901.188,1012.388,1222.75,1389.971
4590,19,177.93,555.2,820.219,1046.537,1299.474,1761.786,1811.536
4590,19,19.804,525.189,808.515,988.287,1156.388,1491.634,1591.531
4590,19,26.629,459.273,694.027,894.437,1056.202,1378.793,1387.308
4590,19,18.512,586.105,754.21,952.615,1116.203,1323.677,1345.063
4590,19,20.093,555.317,769.045,980.703,1121.699,1337.456,1371.191
4864,20,15.394,628.892,788.233,948.053,1074.395,1313.548,1326.255
4864,20,23.486,504.915,800.757,1028.186,1220.64,1474.837,1759.628
4864,20,57.777,561.481,797.256,968.224,1164.908,1460.053,1518.606
4864,20,23.526,477.155,757.22,991.885,1174.56,1557.91,1685.106
4864,20,46.78,598.873,847.907,1059.422,1194.832,1560.868,1681.14
5207,21,241.097,564.742,826.072,1049.825,1289.354,1564.431,1604.469
5207,21,20.491,596.51,798.417,1026.742,1191.519,1481.066,1531.877
5207,21,25.997,503.847,700.983,878.993,1061.345,1330.321,1417.665
5207,21,21.778,589.396,761.918,972.007,1138.611,1390.514,1485.671
5207,21,21.487,364.862,745.785,973.52,1215.995,1626.152,1643.211
5487,22,112.494,576.974,796.103,969.165,1128.279,1402.053,1466.566
5487,22,22.653,552.063,815.427,1003.486,1185.897,1616.075,1777.387
5487,22,21.983,524.897,758.626,929.136,1076.48,1433.493,1618.521
5487,22,18.911,544.927,801.428,1052.877,1271.283,1510.585,1539.802
5487,22,41.397,560.822,788.347,965.865,1102.697,1342.401,1418.086
5788,23,107.97,466.81,874.09,1260.075,1570.909,2125.048,2245.739
5788,23,29.051,519.745,802.774,990.948,1165.102,1422.987,1607.735
5788,23,21.771,553.021,828.516,1044.918,1239.588,1504.06,1688.603
5788,23,22.85,572.323,837.069,1040.869,1238.077,1495.85,1580.769
5788,23,22.623,545.607,810.145,1027.228,1203.86,1509.312,1820.76
6135,24,119.238,629.501,895.715,1112.579,1277.018,1638.116,1747.451
6135,24,20.249,565.376,836.949,1052.095,1245.366,1731.183,1747.998
6135,24,21.843,566.353,777.285,983.894,1238.424,1582.489,1648.456
6135,24,21.2,220.87,776.013,1107.09,1432.08,2124.364,2158.854
6135,24,30.205,650.114,830.972,1021.891,1216.632,1658.407,1679.718
6496,25,23.044,573.721,864.284,1071.031,1275.585,1677.708,1843.163
6496,25,22.331,526.371,823.012,1039.353,1252.071,1501.542,1641.063
6496,25,42.955,518.84,746.158,927.872,1117.856,1475.829,1504.355
6496,25,22.134,626.655,836.264,1036.454,1167.386,1305.306,1377.055
6496,25,18.531,563.451,816.692,1005.58,1130.663,1372.593,1582.615
6800,26,64.912,473.686,785.578,1064.344,1542.256,2217.575,2355.191
6800,26,23.202,532.54,775.997,989.469,1194.512,1557.387,1564.382
6800,26,40.364,372.389,716.934,995.649,1220.992,1833.515,2012.858
6800,26,23.598,462.843,796.943,986.515,1102.329,1559.447,1716.748
6800,26,27.393,591.723,819.964,997.918,1162.159,1380.264,1382.931
7146,28,137.168,721.356,906.123,1194.934,1397.719,1732.047,1736.578
7146,28,24.743,525.963,764.507,1018.081,1178.233,1481.489,1564.669
7146,28,20.441,606.064,781.921,961.935,1133.91,1488.747,1604.498
7146,28,31.923,567.797,776.52,978.188,1130.553,1450.82,1535.966
7146,28,22.064,581.444,783.711,941.612,1068.29,1366.349,1394.502
7450,29,82.922,564.422,825.538,1116.672,1503.997,2024.538,2067.083
7450,29,27.048,343.559,825.74,1059.599,1239.963,1635.741,1689.13
7450,29,29.451,573.88,820.272,1070.659,1251.256,1575.385,1615.931
7450,29,50.067,599.762,816.864,973.712,1145.733,1365.964,1477.658
7450,29,24.409,539.009,848.212,1045.483,1207.371,1428.248,1682.94
7795,30,199.326,517.952,798.025,1087.825,1339.993,2008.196,2056.956
7795,30,22.842,523.303,798.535,1016.704,1146.143,1354.92,1364.359
7795,30,16.524,620.487,821.958,1022.391,1183.031,1567.958,1649.569
7795,30,21.569,514.263,755.626,964.98,1119.178,1404.183,1496.708
7795,30,23.007,598.553,830.803,1067.804,1237.615,1503.303,1540.595
152,1,16.896,514.693,1272.964,1986.981,2657.309,3013.678,3131.356
152,1,27.052,306.212,1191.619,2035.537,2473.854,3002.723,3059.942
285,2,97.381,768.166,1171.923,1651.217,1938.726,2154.601,2189.774
285,2,44.645,237.978,908.718,1688.23,1976.254,2227.122,2236.457
405,3,101.08,513.707,911.572,1313.669,1609.895,2020.797,2032.805
405,3,29.148,232.202,852.603,1370.485,1593.022,1831.565,1859.878
519,4,155.364,523.603,811.854,1234.811,1533.79,1765.676,1771.423
519,4,22.413,204.521,761.601,1274.822,1495.883,1669.351,1687.391
631,5,24.151,506.429,792.065,1092.737,1405.467,1677.562,1687.962
631,5,19.678,210.114,838.331,1262.95,1353.381,1710.35,1850.092
774,6,369.58,817.195,961.999,1126.024,1337.632,1549.746,1567.171
774,6,22.897,341.327,845.813,1062.12,1174.673,1312.75,1361.827
919,7,41.232,306.919,693.209,1374.866,1667.157,1845.033,1905.233
919,7,22.129,217.939,689.82,1043.348,1212.803,1424.169,1431.078
1060,8,96.19,332.08,609.519,1242.676,1762.249,2336.802,2676.992
1060,8,26.383,378.72,850.841,1139.128,1245.282,1445.445,1512.47
1205,9,139.661,346.884,833.055,1057.814,1393.777,1802.109,1978.203
1205,9,44.656,348.953,689.132,1035.134,1265.987,1381.429,1391.425
1348,10,94.587,313.827,817.0,1112.893,1304.651,1483.782,1495.288
1348,10,19.428,384.609,887.225,1158.356,1266.304,1638.385,1691.824
