157,1,40.946,495.266,1019.761,1741.629,2448.679,2763.584,2867.297
157,1,18.999,264.461,1136.268,1706.578,2004.214,2374.423,2383.22
149,1,220.833,724.503,1177.312,1657.512,1942.533,2134.274,2197.539
149,1,14.563,358.495,1136.066,1743.498,2017.665,2378.067,2390.075
280,2,323.733,596.4,918.578,1308.836,1761.264,2092.494,2108.821
280,2,42.817,252.543,874.831,1293.987,1473.203,1678.913,1706.859
401,3,50.002,439.718,790.025,1090.285,1306.64,1589.389,1622.932
401,3,40.506,265.862,737.028,1155.763,1291.452,1477.486,1487.113
516,4,129.737,371.617,666.507,954.152,1479.545,1669.363,1675.646
516,4,20.02,222.903,652.363,1006.764,1146.196,1249.614,1252.133
628,5,383.033,661.975,814.038,952.746,1109.309,1339.895,1355.31
628,5,21.933,205.149,549.792,911.295,1049.745,1187.514,1212.249
735,6,167.223,336.436,595.068,830.185,1078.794,1220.383,1222.404
735,6,19.399,193.722,560.985,813.061,915.828,1085.491,1093.177
844,7,188.772,382.861,615.201,809.568,996.173,1229.831,1232.458
844,7,21.299,187.032,523.319,799.32,988.528,1173.067,1178.886
1005,9,167.02,372.051,597.845,804.639,996.142,1138.499,1154.497
1005,9,26.611,267.212,648.066,853.605,965.434,1131.396,1136.855
1111,10,339.332,576.942,754.276,876.556,970.973,1196.252,1203.332
1111,10,24.25,194.422,662.796,830.208,944.74,1218.555,1248.288
3100,11,156.372,420.606,588.463,763.972,1102.883,1241.26,1246.535
3100,11,52.821,279.34,611.939,837.295,1006.594,1156.41,1159.173
3313,12,20.982,526.25,703.023,814.656,976.062,1082.912,1224.299
3313,12,28.007,215.433,588.901,834.13,908.189,995.855,1005.912
3423,13,120.759,491.205,596.888,837.461,1076.565,1419.084,2006.991
3423,13,19.546,453.948,740.89,875.133,994.481,1225.072,1265.153
3649,14,15.376,480.653,616.999,886.648,1109.852,1424.104,1494.647
3649,14,20.935,275.596,684.995,860.88,977.811,1278.725,1334.246
3868,15,62.945,228.672,543.338,974.616,1181.386,1420.702,1485.711
3868,15,28.423,255.708,668.598,904.401,1027.328,1349.833,1380.212
4093,17,119.482,390.082,586.714,1031.506,1262.531,1764.079,1859.026
4093,17,25.646,555.977,728.857,908.433,1056.043,1185.298,1241.286
4346,19,298.33,534.574,824.163,1069.7,1303.639,1572.041,1633.762
4346,19,21.119,535.127,705.812,954.738,1087.708,1407.173,1474.99
4604,21,79.988,317.787,632.885,974.231,1159.006,1597.494,1638.717
4604,21,26.633,395.321,684.169,887.356,1021.104,1334.002,1559.388
4884,23,4.552,514.644,686.546,916.481,1070.846,1332.207,1641.738
4884,23,215.056,428.35,666.094,1006.53,1195.649,1604.414,1740.997
168,1,208.758,688.477,1690.109,2428.213,2998.699,3499.928,3628.324
168,1,19.951,419.697,1535.365,2500.833,2961.574,3279.383,3303.54
171,1,189.66,518.334,1260.148,1921.561,2424.991,2892.614,2898.035
171,1,26.758,363.66,1148.295,1939.453,2274.972,2555.719,2559.401
316,2,161.959,512.577,999.458,1462.844,2162.822,2464.088,2492.101
316,2,34.743,312.032,969.974,1529.163,1783.724,2172.806,2191.782
450,3,117.292,374.261,933.861,1324.483,1539.535,1889.168,1920.396
450,3,26.2,266.673,814.04,1373.488,1595.579,1739.324,1764.876
576,4,168.779,443.894,824.358,1206.399,1495.478,1716.914,1730.07
576,4,43.85,295.482,720.605,1240.93,1425.129,1532.379,1547.333
697,5,127.914,332.537,647.206,1240.199,1764.24,1953.181,1959.909
697,5,44.446,212.387,603.015,1092.521,1294.259,1444.304,1452.182
164,1,303.557,770.581,1240.183,1762.326,2771.654,3367.03,3389.545
164,1,35.451,257.061,1149.322,1995.725,2345.742,2542.81,2642.414
311,2,161.167,480.022,1031.038,1559.023,2086.18,2373.819,2481.114
311,2,23.232,275.134,920.21,1664.7,1948.358,2236.29,2243.411
440,3,204.056,390.986,826.347,1323.198,1913.413,2159.071,2164.941
440,3,27.307,210.379,811.015,1395.964,1664.032,1899.787,1922.733
562,4,192.039,464.897,811.283,1138.758,1677.006,1917.1,1936.359
562,4,17.705,216.811,680.826,1279.015,1447.798,1625.71,1710.392
681,5,20.239,625.35,863.357,1060.319,1226.403,1300.539,1346.742
681,5,19.349,198.496,633.45,1133.781,1279.393,1456.027,1481.207
796,6,20.254,285.191,671.296,971.823,1307.575,1522.839,1546.302
796,6,19.318,199.134,651.913,1073.521,1200.81,1627.061,1706.997
925,7,267.594,436.611,669.696,934.055,1061.144,1162.259,1174.091
925,7,34.417,200.134,661.915,994.261,1071.615,1231.356,1301.953
1036,8,221.315,433.451,647.093,939.398,1281.252,1482.093,1517.936
1036,8,27.442,239.245,654.951,948.492,1069.468,1235.156,1249.041
1183,9,266.611,651.912,874.338,1026.619,1242.232,1699.631,1813.274
1183,9,22.771,218.151,618.931,927.876,1054.234,1350.022,1450.233
1310,10,77.442,379.609,642.386,1003.12,1212.021,1342.669,1422.661
1310,10,20.137,382.431,740.042,940.042,1115.799,1415.884,1457.301
1439,11,16.106,287.665,703.818,983.221,1236.486,1508.947,1618.213
1439,11,25.101,318.275,682.112,923.162,1056.987,1559.579,1648.095
1566,12,190.512,532.689,696.639,1117.887,1268.922,1754.567,1846.099
1566,12,23.174,297.368,689.538,909.13,997.882,1307.152,1359.568
170,1,68.017,445.293,1227.516,1983.603,2313.319,2771.062,2834.442
170,1,39.501,378.546,1164.217,1963.568,2378.874,2745.328,2789.003
315,2,147.042,477.911,1027.294,1515.199,2155.73,2492.704,2576.456
315,2,25.354,228.538,873.565,1643.204,1937.685,2184.809,2199.248
447,3,36.481,343.473,888.289,1339.693,1846.327,2184.15,2221.471
447,3,18.177,244.774,777.645,1461.188,1665.59,1991.389,2004.574
572,4,77.312,553.626,918.188,1165.423,1590.629,1891.551,1933.677
572,4,21.099,229.037,698.981,1248.893,1464.03,1709.697,1714.199
693,5,19.506,367.746,662.962,1074.709,1495.396,1678.587,1684.695
693,5,20.876,201.319,629.61,1147.182,1305.858,1443.731,1457.836
807,6,77.835,267.541,738.037,998.605,1456.38,1937.671,1961.42
807,6,22.884,216.537,645.294,1003.709,1128.816,1292.999,1296.335
940,8,141.768,336.37,711.995,927.1,1257.0,1379.757,1423.345
940,8,22.03,273.325,784.951,1014.416,1105.756,1252.099,1314.842
1053,9,149.468,372.789,723.449,986.379,1117.048,1321.91,1374.815
1053,9,21.989,424.84,779.07,958.717,1049.182,1386.003,1425.86
1184,10,83.404,399.398,611.949,1004.413,1192.269,1427.729,1573.185
1184,10,20.631,383.359,721.452,926.007,1058.857,1378.039,1412.822
1313,11,101.999,501.332,633.707,864.39,1218.726,1615.134,1678.545
1313,11,27.81,212.783,614.199,928.945,1069.114,1167.114,1361.267
1443,12,190.472,469.114,759.826,1047.671,1497.183,2021.456,2370.453
1443,12,33.998,539.802,708.801,885.561,1102.262,1546.17,1559.127
1584,14,179.869,382.257,761.872,1036.872,1561.485,2046.115,2267.106
1584,14,20.186,538.307,746.159,953.952,1173.297,1524.628,1737.225
1721,16,195.232,492.081,854.37,1059.642,1303.734,1605.74,1719.709
1721,16,24.893,496.061,675.149,885.199,1044.84,1298.593,1349.861
1841,17,199.512,665.153,927.501,1158.34,1356.533,1762.368,1780.462
1841,17,21.374,540.861,812.963,1034.05,1244.958,1504.052,1586.747
1988,19,283.342,652.417,907.119,1100.967,1312.853,1836.019,2103.109
1988,19,23.779,564.091,828.53,1027.343,1248.538,1491.158,1545.883
2134,21,99.241,639.249,839.365,1065.325,1226.706,1469.868,1531.848
2134,21,42.09,530.885,808.617,1010.622,1145.623,1266.223,1290.165
2258,22,131.733,547.099,769.87,1006.603,1151.642,1466.116,1585.82
2258,22,36.612,524.254,759.315,977.45,1108.664,1521.138,1655.435
2406,23,169.991,401.892,802.452,1070.733,1233.52,1669.308,1835.547
2406,23,19.206,620.593,850.227,1015.338,1144.801,1445.975,1567.105
2554,25,107.858,611.758,855.684,1085.234,1282.064,1548.644,1630.649
2554,25,14.664,605.857,777.868,984.195,1181.852,1698.025,1713.6
2704,27,122.076,496.137,823.3,1019.757,1204.311,1643.07,1759.633
2704,27,28.206,629.61,804.981,1005.111,1129.391,1418.276,1506.522
2853,29,238.81,599.735,854.003,1153.162,1329.601,1763.974,1794.568
2853,29,19.89,599.952,952.285,1161.924,1362.009,1622.354,1646.568
3002,31,94.534,553.043,784.57,1040.937,1259.571,1624.953,1709.9
3002,31,16.209,536.42,817.138,1021.991,1151.199,1525.417,1623.845
394,1,142.086,721.708,1302.204,1964.653,2537.168,2972.566,3073.847
394,1,21.602,346.001,1266.919,2111.474,2457.626,2780.958,2827.268
394,1,27.563,355.898,1236.892,2197.111,2532.707,2748.33,2786.344
394,1,33.783,265.186,1176.334,2156.38,2516.397,2965.605,2984.34
394,1,25.48,327.802,1173.225,2103.59,2527.827,3005.456,3013.102
745,2,30.87,345.937,951.435,1496.845,2049.439,2454.672,2493.351
745,2,19.578,244.957,897.291,1575.847,1907.537,2265.83,2333.129
745,2,15.002,282.007,970.114,1617.651,1881.018,2225.993,2246.546
745,2,16.832,254.101,949.329,1694.375,1941.66,2193.262,2210.792
745,2,23.243,300.656,971.634,1582.248,1856.153,2098.421,2137.734
1057,3,107.828,402.456,879.611,1430.042,1933.129,2253.363,2259.58
1057,3,28.968,238.181,783.854,1423.919,1705.648,1941.74,1976.259
1057,3,17.841,208.889,825.848,1451.907,1706.585,1903.395,1921.955
1057,3,27.614,204.253,810.367,1466.955,1729.766,1945.229,1946.015
1057,3,32.186,263.061,786.03,1440.04,1702.986,1962.958,1979.658
1354,4,122.158,364.18,771.937,1208.8,1657.485,1949.712,1960.355
1354,4,21.478,202.851,672.346,1317.583,1522.897,1670.903,1676.188
1354,4,24.65,220.061,704.965,1289.251,1495.919,1688.496,1702.322
1354,4,23.527,222.693,688.263,1292.008,1506.884,1685.97,1705.444
1354,4,23.873,206.681,664.244,1259.437,1491.16,1697.97,1701.483
1637,5,255.08,429.704,751.521,1230.932,1755.132,1959.17,1968.559
1637,5,15.713,208.702,615.291,1154.774,1349.263,1506.426,1542.296
1637,5,36.106,205.727,629.102,1124.539,1336.283,1441.006,1454.205
