iteration,l0,l25,l50,l75,l90,l99,l100
42,19.197,596.09,762.455,1012.22,1249.074,1644.657,1657.175
42,23.043,499.235,724.867,890.823,1078.003,1433.956,1472.193
43,24.594,608.984,788.415,949.964,1148.945,1415.667,1476.52
43,24.859,482.878,727.925,889.41,1050.055,1334.337,1356.564
43,19.428,545.956,772.582,952.462,1078.9,1448.198,1456.768
43,15.795,513.506,749.246,947.289,1081.422,1348.097,1670.991
43,21.895,480.163,733.351,934.889,1110.191,1399.359,1465.204
43,22.491,497.819,716.741,978.088,1203.309,1421.712,1581.085
43,21.333,502.872,774.649,1024.932,1197.102,1463.263,1525.119
43,65.944,562.814,739.948,884.095,1063.858,1255.364,1291.057
43,28.893,509.939,718.636,884.067,1081.818,1315.603,1391.637
43,23.755,545.315,779.729,936.835,1060.348,1247.7,1289.722
44,174.007,569.997,785.173,1068.109,1313.929,1727.283,1808.385
44,46.972,490.514,723.286,925.984,1103.945,1317.484,1352.697
44,22.678,502.246,712.288,843.289,995.933,1310.33,1364.624
44,15.465,518.329,725.386,961.039,1137.901,1445.554,1516.294
44,18.792,545.824,745.564,878.655,1038.176,1315.286,1515.611
44,40.01,480.153,683.137,876.379,1139.371,1516.873,1586.128
44,23.273,546.087,774.446,945.847,1098.365,1358.201,1398.352
44,18.354,545.972,748.98,910.975,1059.152,1250.748,1271.115
44,14.326,490.04,685.363,850.358,1106.437,1411.858,1777.09
44,23.903,532.346,720.595,863.349,1002.075,1254.9,1389.258
45,108.298,476.464,731.483,955.391,1196.818,1776.068,2160.545
45,15.756,551.949,750.716,945.424,1079.987,1373.103,1512.067
45,38.313,577.685,774.163,899.425,1028.994,1334.806,1424.893
45,6.089,508.236,702.444,969.534,1136.999,1579.337,1661.502
45,24.415,469.605,751.578,943.864,1173.139,1379.259,1480.294
45,48.881,494.33,745.756,923.114,1088.419,1372.915,1579.998
45,22.457,565.127,800.589,1023.477,1159.869,1371.433,1400.235
45,19.965,539.091,731.477,954.05,1104.165,1291.816,1369.542
45,21.058,493.228,710.219,862.765,1055.655,1377.734,1458.216
45,41.046,441.049,716.751,952.485,1169.81,1793.961,1923.675
46,135.635,552.073,927.475,1310.765,1850.322,2534.363,2677.03
46,24.201,566.407,790.547,980.297,1127.643,1397.517,1528.644
46,27.67,491.367,715.092,885.874,1111.132,1352.332,1396.426
46,14.851,502.944,772.259,965.878,1111.583,1423.367,1507.473
46,24.959,583.561,804.26,1020.242,1163.075,1497.238,1522.894
46,34.572,570.763,759.003,915.891,1059.908,1280.486,1296.596
46,23.34,491.85,737.83,927.299,1113.865,1519.716,1554.686
46,22.082,522.09,740.926,928.067,1107.802,1353.858,1397.741
46,22.251,573.046,832.737,1060.145,1247.722,1464.216,1477.388
46,24.865,546.242,737.358,986.967,1127.578,1393.556,1556.364
47,161.247,473.185,757.154,1082.976,1588.812,2312.224,2361.777
47,18.043,549.577,772.793,964.784,1189.03,1392.719,1549.316
47,16.927,492.463,714.662,984.618,1124.439,1404.766,1463.827
47,47.044,474.693,692.565,891.624,1079.386,1399.1,1446.023
47,21.882,597.312,819.072,1003.541,1110.182,1370.918,1383.321
47,15.459,513.128,739.226,881.946,1014.875,1376.704,1477.831
47,24.7,512.371,764.998,961.221,1104.015,1279.899,1461.138
47,19.035,513.035,748.215,953.05,1113.826,1344.25,1407.486
47,29.978,583.569,792.256,961.68,1096.99,1334.672,1359.13
47,22.396,535.26,733.955,926.189,1100.684,1394.072,1485.579
48,195.346,567.248,831.424,1038.734,1225.712,1675.785,1722.601
48,60.017,510.594,694.107,918.927,1164.249,1370.088,1420.494
48,19.728,493.005,702.039,835.806,1022.669,1311.138,1367.458
48,21.273,506.843,771.657,962.972,1120.685,1508.194,1546.956
48,42.968,602.42,752.169,910.462,1114.252,1457.382,1529.045
48,17.402,635.293,920.32,1097.346,1277.496,1488.785,1586.699
48,29.509,500.91,753.645,945.3,1194.385,1733.161,2014.969
48,15.182,571.052,738.812,918.902,1095.918,1348.776,1428.944
48,26.919,500.698,713.499,904.229,1069.134,1440.883,1465.268
48,40.001,516.652,729.922,884.681,993.239,1135.596,1154.393
49,48.143,619.038,784.235,975.231,1166.398,1412.064,1563.506
49,14.641,477.39,700.317,894.223,1098.375,1294.289,1509.418
49,26.913,502.99,743.059,932.873,1055.319,1317.626,1320.383
49,36.44,477.708,829.152,1070.463,1291.835,1637.882,1716.981
49,24.369,546.361,748.201,917.074,1045.707,1252.549,1404.388
49,20.403,472.805,746.214,896.16,1016.409,1135.652,1215.971
49,15.309,616.512,772.802,949.343,1088.049,1508.691,2115.49
49,17.578,502.994,802.339,1015.898,1162.777,1584.788,1593.381
49,21.291,539.891,776.208,939.488,1077.368,1346.835,1416.294
49,37.312,532.218,759.579,909.331,1090.677,1270.409,1312.346
50,76.768,594.397,816.729,1003.308,1183.82,1441.767,1601.613
50,19.799,556.045,746.619,913.991,1257.419,1674.549,1681.491
50,20.825,509.736,727.775,896.753,1115.596,1482.866,1648.687
50,27.064,534.866,768.592,962.048,1105.587,1374.572,1520.891
50,20.63,501.933,707.795,883.97,1112.968,1560.692,1835.229
50,20.397,522.547,717.948,906.0,1027.135,1330.544,1382.208
50,26.391,512.591,699.983,864.58,1101.636,1408.28,1524.378
50,23.489,497.822,715.881,864.531,1043.375,1321.288,1465.801
50,37.8,539.402,726.537,921.294,1111.436,1389.059,1669.473
50,28.593,598.936,775.058,919.811,1089.088,1516.427,1596.344
51,27.277,519.297,770.067,978.61,1177.541,1439.235,1486.427
51,7.854,439.942,730.438,885.902,1064.626,1302.951,1451.146
51,25.063,485.084,744.689,900.341,1080.083,1287.456,1586.799
51,16.204,480.844,748.173,928.832,1086.162,1344.808,1501.169
51,24.623,515.565,729.35,893.158,1076.704,1342.41,1616.463
51,56.058,500.185,711.826,870.33,1022.688,1302.568,1401.748
51,19.918,513.749,718.949,959.987,1243.624,1525.289,1590.906
51,18.467,542.305,753.573,918.572,1051.852,1288.078,1892.151
51,18.621,467.376,794.015,1033.965,1238.167,1566.042,1614.322
51,16.268,606.871,787.174,922.026,1056.922,1255.721,1261.481
52,299.556,539.489,797.826,1204.069,1464.201,1971.401,2078.182
52,23.829,583.155,818.746,1020.791,1206.45,1453.595,1646.529
52,24.487,566.622,752.735,938.406,1105.863,1407.874,1454.56
52,20.749,548.453,741.203,988.957,1173.255,1426.01,1500.612
52,23.208,505.358,793.945,974.232,1139.458,1386.083,1466.228
52,23.726,642.512,807.577,998.204,1142.269,1525.734,1608.346
52,29.219,577.201,750.16,911.301,1038.891,1264.591,1310.478
52,30.932,468.975,783.035,983.866,1148.059,1376.127,1438.057
52,23.194,522.37,776.687,995.906,1246.007,1555.526,1614.792
52,36.773,591.415,787.045,990.124,1185.016,1562.849,1643.196
53,207.66,531.145,755.656,1222.281,1597.982,2053.367,2103.189
53,21.838,512.929,733.144,910.5,1078.885,1396.788,1456.322
53,19.236,525.642,726.63,874.199,1063.916,1350.786,1418.744
53,24.597,615.316,781.177,972.989,1153.901,1592.728,1620.468
53,22.266,495.316,690.103,833.337,1013.596,1338.83,1422.458
53,37.312,562.057,753.577,935.588,1253.557,1640.733,1769.429
53,84.417,524.816,749.389,953.011,1132.868,1376.975,1465.704
53,21.213,508.972,718.493,938.725,1080.092,1338.96,1462.568
53,42.384,584.697,787.571,1004.059,1213.396,1591.271,1648.317
53,11.558,516.062,775.177,971.706,1109.686,1494.858,1751.648
54,20.475,488.885,801.156,1023.543,1146.243,1383.372,1433.393
54,6.609,500.127,722.115,951.463,1230.986,1592.209,1767.654
54,21.438,515.296,735.96,919.45,1083.937,1398.201,1469.802
54,26.157,582.689,804.145,967.154,1160.894,1425.449,1485.196
54,16.313,490.851,733.912,941.339,1090.993,1280.638,1358.055
54,27.663,532.59,735.593,930.31,1120.045,1465.228,1508.481
54,15.076,504.635,721.61,870.77,992.484,1237.978,1483.017
54,23.839,465.214,734.899,941.953,1088.747,1372.441,1414.334
54,36.098,531.517,730.116,936.678,1127.874,1390.056,1407.763
54,21.765,594.328,739.74,883.862,1020.982,1299.473,1397.628
55,124.196,423.435,757.625,1042.213,1399.063,1962.066,2313.674
55,22.864,499.422,694.829,929.79,1068.134,1376.644,1435.56
55,22.76,576.793,748.216,891.668,1023.921,1157.876,1234.511
55,42.851,485.74,745.258,975.65,1196.479,1606.023,1977.599
55,22.001,520.425,731.582,938.851,1149.63,1607.733,1869.425
55,27.104,563.98,759.639,958.664,1104.872,1339.273,1384.034
55,21.055,515.059,764.158,971.777,1145.973,1336.48,1420.375
55,23.847,690.945,833.596,1012.51,1186.378,1370.774,1430.079
55,6.076,520.507,784.841,987.594,1127.904,1418.951,1657.164
55,62.182,562.845,703.089,898.453,1099.387,1391.505,1426.64
56,69.32,547.327,844.799,1015.058,1170.143,1386.2,1444.261
56,42.824,490.335,728.479,933.748,1098.868,1297.718,1327.135
56,19.504,539.805,738.994,901.914,1046.387,1251.318,1317.713
56,25.07,483.033,709.263,913.649,1151.741,1433.98,1442.243
56,21.506,516.926,766.976,912.997,1066.744,1255.567,1307.966
56,25.175,497.531,731.632,911.032,1143.19,1649.045,1690.378
56,19.337,486.879,744.566,952.384,1164.688,1430.066,1520.998
56,25.355,524.249,753.479,896.248,1069.793,1307.146,1367.653
56,21.998,517.117,726.002,858.326,993.466,1232.854,1343.251
56,32.203,539.624,762.548,962.888,1084.601,1320.425,1366.571
57,148.821,405.484,620.751,1141.306,1955.314,2456.691,2558.825
57,44.737,529.22,731.853,863.357,991.153,1230.807,1312.472
57,20.382,500.443,720.075,899.925,1060.326,1345.549,1602.216
57,36.407,480.942,718.755,942.501,1081.766,1309.019,1491.877
57,29.022,496.266,743.347,961.027,1098.894,1446.95,1533.519
57,26.091,463.13,665.342,898.948,1095.368,1550.663,1662.985
57,15.868,579.846,739.247,904.745,1192.274,1569.089,1655.271
57,21.755,436.621,717.068,890.781,1024.736,1307.071,1442.071
57,27.006,533.755,768.614,929.889,1077.388,1326.23,1416.375
57,38.228,458.86,734.06,892.252,1059.016,1336.145,1393.433
58,101.404,456.334,774.157,1148.135,1679.47,2457.229,2697.747
58,42.61,507.731,746.263,918.027,1066.875,1420.103,1448.391
58,15.705,545.663,725.518,895.446,1107.801,1369.815,1609.058
58,22.464,385.529,762.469,1005.053,1206.891,1478.258,1800.146
58,23.958,521.918,710.653,865.109,1179.713,1634.055,1734.56
58,21.355,509.335,740.857,880.854,1050.263,1281.942,1339.573
58,7.581,580.509,796.095,958.273,1120.809,1428.184,1466.438
58,32.585,485.636,807.301,1041.302,1173.179,1431.143,1560.859
58,24.236,538.001,722.942,887.975,1062.363,1347.657,1452.424
58,16.82,520.879,714.371,898.802,1083.802,1464.665,1530.153
59,19.19,522.458,852.931,1131.683,1329.849,1558.867,1614.47
59,23.929,483.574,706.909,921.28,1118.951,1405.241,1572.313
59,15.107,502.076,710.746,930.582,1126.202,1484.159,1650.732
59,27.863,506.116,716.072,944.633,1167.443,1612.245,1715.353
59,22.975,481.918,762.062,1029.267,1612.752,2147.789,2351.623
59,16.049,489.42,732.299,888.852,1035.696,1196.268,1406.035
59,37.946,549.999,800.164,1019.942,1160.621,1388.967,1416.085
59,30.337,485.009,765.99,997.918,1190.915,1571.574,1605.398
59,16.905,504.675,695.067,884.484,1059.327,1354.324,1427.9
59,32.452,462.604,717.508,891.363,1057.093,1375.284,1409.412
60,77.968,474.366,800.651,1019.594,1237.499,1563.653,1608.621
60,18.81,475.798,679.819,855.382,1031.695,1279.849,1357.665
60,30.533,547.259,779.717,933.694,1104.524,1298.932,1397.966
60,19.863,457.952,739.414,948.87,1085.351,1333.431,1351.576
60,15.459,525.569,779.495,994.851,1156.492,1409.532,1432.867
60,14.168,525.023,741.457,940.203,1166.604,1499.629,1694.678
60,23.532,561.737,790.769,1013.168,1151.328,1416.293,1513.483
60,18.527,488.027,709.069,852.532,1010.611,1252.177,1341.269
60,31.195,595.801,765.143,935.574,1106.212,1278.947,1340.05
60,21.862,232.088,751.769,991.671,1213.37,1798.302,1874.569
61,96.559,644.119,852.069,1024.103,1181.491,1444.083,1540.842
61,27.668,547.131,753.994,950.566,1128.159,1365.672,1393.675
61,18.547,522.206,719.084,955.125,1215.473,1553.007,1696.143
61,15.138,552.012,758.86,895.26,1050.879,1322.819,1361.233
61,15.493,528.358,774.306,976.407,1142.974,1443.054,1529.725
61,15.551,477.544,708.56,902.047,1071.192,1339.549,1350.531
61,16.18,510.303,741.073,936.495,1120.198,1376.818,1508.397
61,33.873,500.783,739.827,909.468,1073.119,1374.552,1380.871
61,16.642,453.052,813.593,1034.8,1199.737,1414.739,1693.687
61,63.169,496.017,698.488,894.598,1100.042,1306.653,1396.524
62,4.933,640.304,793.286,1015.588,1218.168,1603.8,1765.129
62,22.459,404.976,707.42,980.144,1271.38,1705.702,1994.122
62,14.873,500.99,712.539,903.089,1089.819,1409.211,1427.294
62,21.062,499.622,729.353,927.271,1152.658,1565.316,1643.602
62,25.636,505.996,731.387,965.436,1200.803,1556.303,1598.896
62,17.557,531.003,783.158,955.703,1174.186,1589.945,1732.402
62,20.021,504.53,748.913,938.247,1115.933,1418.998,1436.662
62,20.741,664.481,797.935,986.721,1146.893,1639.881,1746.703
62,70.156,580.339,743.975,920.103,1133.505,1706.657,1774.587
62,23.938,511.012,750.17,880.959,988.924,1259.221,1285.471
63,167.795,620.429,828.843,999.332,1154.705,1496.119,1559.885
63,24.666,530.567,753.823,968.369,1244.281,1957.255,1978.07
63,15.966,466.038,707.761,1038.892,1241.734,1613.025,1880.638
63,17.417,570.876,762.19,937.212,1115.428,1239.743,1275.027
63,17.8,502.725,720.233,890.834,1014.36,1326.816,1406.925
63,29.957,473.485,750.396,984.272,1179.786,1402.583,1473.966
63,41.567,596.404,768.12,915.092,1002.871,1180.848,1194.306
63,18.34,530.781,773.066,986.499,1159.886,1453.927,1516.938
63,8.8,561.842,752.735,982.257,1152.19,1367.653,1450.677
63,21.749,506.884,717.228,936.925,1116.613,1363.043,1409.539
64,21.629,357.87,739.048,1083.455,1539.634,2167.074,2400.104
64,39.796,553.94,735.349,906.101,1198.634,1623.362,1932.48
64,34.623,497.705,820.17,992.419,1139.756,1484.117,1548.173
64,25.059,483.01,738.965,904.5,1070.484,1302.937,1366.8
64,27.254,580.47,746.931,985.593,1189.727,1546.001,1553.513
64,31.191,555.747,774.595,951.638,1071.336,1266.981,1317.538
64,27.824,503.132,757.925,939.729,1098.24,1304.5,1349.566
64,31.623,341.077,729.174,1037.744,1358.816,1922.867,1959.28
64,30.506,431.422,745.3,984.273,1155.47,1584.833,1601.35
64,25.989,519.436,724.876,884.604,1073.121,1331.735,1387.827
65,129.635,485.081,823.274,1013.374,1243.084,1518.744,1667.117
65,37.324,544.024,756.605,990.364,1172.424,1475.988,1563.738
65,21.884,501.303,744.626,955.592,1092.497,1455.397,1470.9
65,29.82,552.466,715.389,861.52,1015.866,1334.564,1411.91
65,24.068,528.943,733.864,903.78,1060.543,1312.389,1405.841
65,40.947,554.072,744.747,905.914,1084.428,1842.389,1905.843
65,34.729,524.806,743.951,859.123,1004.389,1144.979,1222.493
65,17.426,578.85,722.646,900.933,1044.502,1322.378,1406.076
65,22.127,501.575,721.23,901.477,1043.06,1328.157,1397.034
65,41.754,550.41,747.351,971.066,1139.407,1396.43,1436.519
66,34.924,445.809,686.885,1203.44,1678.47,2416.849,2536.999
66,20.007,547.714,732.701,943.833,1110.609,1383.433,1498.401
66,40.093,485.551,717.647,910.376,1075.837,1315.637,1334.994
66,101.285,529.531,743.819,965.637,1121.659,1333.751,1377.36
66,29.48,506.09,782.08,1057.209,1298.128,1643.741,1672.439
66,27.773,557.267,782.893,963.67,1124.0,1362.697,1499.047
66,27.798,571.935,735.918,868.277,1023.026,1375.691,1439.655
66,13.761,588.015,780.387,961.318,1056.747,1281.025,1302.007
66,18.298,528.035,745.653,934.252,1110.955,1393.928,1486.225
66,27.4,499.353,767.375,950.793,1086.279,1250.802,1318.062
67,177.867,554.556,805.972,1131.513,1423.822,1911.216,1936.693
67,24.235,502.099,736.792,951.445,1091.25,1261.939,1334.99
67,29.057,502.35,774.093,943.07,1068.903,1291.005,1386.22
67,15.396,530.107,717.463,832.273,943.188,1276.919,1333.756
67,27.1,494.518,771.818,1000.603,1152.072,1447.259,1556.369
67,16.682,540.852,742.978,915.734,1036.731,1296.565,1423.137
67,17.1,558.961,839.018,1143.114,1512.063,2288.293,2369.844
67,25.984,525.491,718.926,885.236,1048.068,1382.088,1408.81
67,19.96,532.123,747.123,895.591,1071.324,1352.986,1384.865
67,30.889,507.191,760.326,929.788,1067.925,1341.241,1430.232
68,20.541,256.157,695.531,945.811,1303.104,1883.511,2107.151
68,49.972,511.393,740.668,917.258,1053.524,1307.709,1344.181
68,49.19,515.094,754.022,910.318,1063.515,1276.038,1312.615
68,45.193,518.423,745.136,911.29,1051.617,1333.645,1374.449
68,25.908,499.465,759.229,955.725,1107.296,1460.216,1588.784
68,20.484,519.772,733.571,892.839,1065.364,1284.364,1427.88
68,34.573,486.089,713.721,914.842,1106.858,1423.456,1513.641
68,23.154,527.038,758.668,996.871,1123.902,1471.693,1520.739
68,24.882,474.065,719.947,903.168,1153.644,1467.121,1505.974
68,23.737,531.178,741.185,941.436,1140.508,1428.605,1612.985
69,88.126,239.911,726.867,1024.464,1303.851,1797.984,1889.09
69,19.468,526.437,729.185,959.489,1173.808,1459.241,1674.472
69,15.078,514.184,760.758,909.681,1024.99,1365.545,1392.278
69,46.246,566.228,774.618,941.04,1088.757,1467.662,1550.306
69,26.789,426.837,868.962,1119.59,1298.603,1503.848,1630.866
69,16.006,366.88,745.768,935.546,1129.673,1652.625,1684.812
69,5.61,402.04,728.936,916.678,1055.697,1259.438,1326.198
69,23.955,531.694,735.363,881.048,997.721,1246.083,1325.699
69,15.408,489.724,737.056,891.206,1053.436,1273.184,1329.093
69,20.832,509.631,750.912,923.481,1084.04,1413.756,1460.05
70,68.704,389.696,744.517,1018.254,1181.067,1482.057,1575.865
70,26.428,400.217,738.627,945.716,1154.68,1536.72,1809.374
70,49.119,550.449,752.089,907.387,1110.37,1371.151,1401.485
70,42.448,545.845,764.578,992.139,1133.626,1560.405,1639.03
70,22.515,468.952,748.781,939.746,1099.363,1312.645,1394.383
70,28.895,562.639,787.363,957.297,1141.509,1450.491,1518.693
70,8.53,409.601,742.396,966.976,1168.933,1404.786,1523.739
70,23.954,582.889,799.298,969.111,1160.18,1414.898,1499.458
70,25.985,479.885,721.885,910.562,1088.644,1446.666,1458.408
70,17.562,535.857,773.408,956.208,1084.942,1301.521,1425.089
71,24.91,362.962,706.811,1144.055,1390.499,1725.409,1767.335
71,34.998,519.389,770.483,950.092,1118.996,1339.159,1348.142
71,19.872,517.067,731.629,894.042,1041.893,1218.934,1301.786
71,18.116,485.543,681.375,903.69,1093.936,1466.041,1497.663
71,10.544,510.11,752.251,1001.49,1191.832,1493.923,1515.234
71,45.851,507.899,710.977,905.116,1085.863,1422.031,1464.483
71,16.568,495.114,738.075,963.394,1093.454,1387.415,1557.032
71,25.616,523.111,734.959,879.258,1057.254,1369.065,1382.081
71,20.146,484.009,726.349,904.086,1064.519,1402.973,1474.239
71,16.449,518.565,737.564,952.103,1130.218,1448.514,1468.211
72,24.943,524.399,790.995,1013.725,1207.719,1549.145,1575.919
72,35.147,522.437,804.176,1042.918,1419.463,1878.521,1940.193
72,28.111,523.561,771.447,946.877,1097.305,1383.27,1392.159
72,18.713,518.694,732.205,929.952,1084.722,1410.006,1531.18
72,40.885,496.583,763.67,1106.205,1362.552,1671.389,1760.3
72,16.814,514.033,742.633,962.23,1113.659,1433.614,1468.884
72,16.807,513.935,739.57,900.015,1040.39,1231.282,1331.482
72,19.488,525.997,758.019,943.737,1161.865,1430.679,1508.673
72,31.958,513.94,742.521,932.885,1128.901,1339.015,1371.643
72,17.025,539.396,748.718,918.9,1086.273,1293.597,1387.982
73,137.355,596.552,843.277,1070.045,1289.274,1497.019,1549.611
73,41.56,520.388,768.783,989.158,1232.729,1474.817,1581.907
73,35.537,533.1,737.619,969.697,1121.408,1513.664,1551.773
73,16.043,612.451,756.497,908.057,1039.41,1258.505,1287.756
73,20.011,519.75,738.826,958.914,1123.199,1463.848,1615.722
73,20.145,515.303,730.048,899.022,1175.15,1583.426,1642.049
73,40.17,521.905,737.205,948.025,1094.363,1395.558,1466.26
73,43.617,528.074,782.425,934.779,1049.958,1418.828,1443.183
73,21.498,502.403,729.242,922.071,1053.413,1245.021,1283.549
73,25.599,514.385,724.441,878.759,1057.316,1483.754,1504.412
74,130.334,533.73,759.856,961.563,1158.122,1644.07,1786.174
74,17.58,492.248,712.558,873.174,1037.676,1354.855,1416.78
74,19.732,519.241,767.801,945.019,1088.811,1385.5,1545.469
74,24.569,491.268,709.464,953.95,1181.601,1428.041,1490.292
74,33.608,509.37,729.3,861.426,973.144,1205.359,1251.235
74,44.774,502.012,741.824,923.784,1106.603,1339.933,1367.853
74,13.458,481.186,739.762,956.421,1171.121,1649.915,1962.765
74,34.561,520.805,708.815,894.488,1090.236,1435.021,1557.132
74,14.249,494.325,743.542,932.165,1138.284,1407.178,1520.36
74,10.463,504.086,737.485,903.795,1172.085,1476.543,1637.562
75,136.436,444.076,675.876,1106.991,1671.103,2406.373,2429.204
75,29.561,550.853,738.767,885.386,1025.27,1416.396,1503.372
75,22.203,505.107,746.047,920.368,1143.513,1451.74,1482.644
75,21.981,480.665,722.369,926.534,1087.102,1338.365,1592.123
75,23.596,496.632,742.075,935.062,1089.213,1371.546,1400.205
75,17.612,494.665,722.63,908.107,1087.155,1356.653,1438.66
75,22.231,492.878,716.833,903.234,1041.679,1291.461,1436.127
75,32.387,537.322,750.305,950.295,1089.149,1384.464,1417.137
75,22.188,525.206,743.87,906.195,1061.376,1502.173,1596.679
75,12.51,509.404,780.759,973.658,1080.025,1277.342,1377.279
76,189.133,569.907,830.04,1028.153,1200.14,1595.064,1619.284
76,14.364,582.644,740.04,909.705,1114.838,1506.219,1594.491
76,18.406,508.928,763.041,957.654,1105.821,1335.89,1352.53
76,42.248,527.829,785.922,984.634,1170.276,1531.149,1816.864
76,28.584,499.753,701.394,907.154,1118.956,1685.328,1747.397
76,14.971,511.528,745.883,899.212,1063.455,1422.963,1455.0
76,20.887,513.415,745.001,969.85,1123.911,1359.381,1682.318
76,31.666,500.791,740.349,933.026,1050.078,1303.959,1500.339
76,15.442,528.122,780.262,921.529,1090.162,1307.694,1367.238
76,15.896,601.921,800.322,1004.73,1159.315,1523.214,1615.745
77,143.914,527.579,775.91,1133.521,1461.265,2256.76,2295.793
77,19.54,483.038,689.239,914.085,1066.859,1248.477,1416.587
77,42.613,565.465,751.292,947.655,1084.092,1422.112,1603.697
77,15.549,513.958,707.423,878.214,1076.921,1256.539,1283.78
77,23.658,554.708,792.687,934.737,1104.128,1357.555,1473.072
77,34.336,553.517,776.179,948.306,1096.703,1414.583,1430.767
77,29.099,446.924,816.684,1014.798,1157.201,1545.924,1555.935
77,24.6,512.184,742.773,905.727,1035.541,1179.18,1422.085
77,22.688,525.665,736.497,910.615,1151.124,1321.52,1522.262
77,19.68,322.936,747.178,1023.328,1221.183,1719.426,1744.142
78,107.507,602.722,834.755,1072.473,1272.626,1557.609,1590.954
78,7.691,583.155,731.415,926.766,1223.319,1593.054,1668.087
78,24.041,477.775,770.758,959.303,1099.35,1515.733,1527.31
78,23.697,510.27,710.556,934.519,1081.972,1309.466,1370.53
78,27.721,583.857,777.676,1001.417,1168.954,1572.898,1605.848
78,13.672,525.195,755.133,932.996,1078.029,1309.101,1359.677
78,14.336,502.284,738.715,900.338,1119.459,1463.705,1484.698
78,22.371,524.516,728.919,914.125,1053.797,1364.746,1408.325
78,17.231,487.151,710.159,927.662,1090.179,1436.489,1455.41
78,21.831,561.115,770.043,940.437,1054.421,1240.819,1288.203
79,75.948,514.961,749.092,978.006,1224.579,1604.172,1691.535
79,23.451,501.694,740.363,940.326,1162.041,1417.823,1480.97
79,38.307,458.231,738.329,933.086,1133.859,1402.967,1453.16
79,30.24,500.169,759.855,936.25,1048.342,1221.102,1353.755
79,24.174,387.68,771.509,945.498,1093.661,1487.32,1573.147
79,38.193,494.476,764.352,993.327,1211.11,1600.092,1844.456
79,12.703,526.255,722.647,930.422,1183.166,1595.165,1717.819
79,63.227,444.774,690.535,915.521,1164.78,1521.99,1725.623
79,18.121,505.957,729.011,961.031,1103.804,1475.029,1516.833
79,13.917,552.308,778.432,967.903,1091.631,1659.618,1750.315
80,161.258,553.737,774.814,1110.681,1617.214,2132.246,2169.921
80,17.652,520.589,742.782,911.232,1090.62,1441.928,1477.625
80,27.545,519.135,703.496,916.297,1139.653,1486.107,1536.788
80,60.377,507.827,709.984,875.217,1089.726,1473.714,1536.855
80,39.175,426.421,714.634,966.025,1188.327,1594.586,1650.408
80,16.676,517.809,701.363,884.818,1012.999,1272.757,1471.589
80,14.863,543.897,752.913,931.977,1112.966,1517.869,1588.302
80,21.026,507.722,712.798,881.845,1075.827,1282.176,1363.969
80,23.298,569.54,819.464,975.163,1158.801,1435.79,1446.586
80,27.959,521.424,738.533,897.354,1059.769,1324.03,1389.542
81,168.502,513.777,854.569,1069.021,1315.964,1710.883,1751.285
81,15.171,321.039,691.924,1016.577,1303.745,1849.06,1942.93
81,30.454,528.7,747.099,961.369,1105.027,1469.029,1544.173
81,26.012,691.464,849.361,1035.081,1206.755,1522.648,1640.302
81,15.001,511.761,717.529,929.616,1097.525,1303.564,1363.012
81,24.17,566.81,818.771,1040.712,1265.93,1525.104,1680.881
81,52.027,543.265,739.976,913.784,1039.026,1307.371,1392.764
81,29.245,530.705,810.355,1015.944,1143.759,1369.839,1386.921
81,26.058,516.195,753.533,972.137,1188.888,1510.584,1529.38
81,26.703,492.329,709.732,849.021,959.839,1133.414,1190.233
82,76.715,425.577,702.713,1097.59,1374.213,1929.965,2076.441
82,23.806,560.427,809.802,1024.362,1223.857,1477.18,1918.572
82,6.331,579.027,757.501,1005.228,1193.562,1516.995,1597.827
82,47.151,531.288,780.185,1000.606,1139.886,1304.339,1332.347
82,27.453,497.659,729.686,953.524,1144.797,1298.09,1433.102
82,20.92,546.338,794.977,994.386,1133.301,1433.982,1480.245
82,42.977,496.618,733.618,911.354,1054.411,1380.576,1453.454
82,34.51,579.976,740.596,885.786,1005.162,1260.588,1288.92
82,19.679,594.697,744.49,935.232,1044.529,1276.186,1310.605
82,27.03,551.276,732.864,920.884,1048.695,1274.349,1279.913
83,113.564,538.253,836.831,1036.765,1296.209,1744.032,1792.777
83,65.183,515.981,670.45,880.32,1084.958,1371.917,1439.129
83,27.307,590.477,786.098,1037.262,1248.722,1628.357,1966.669
83,18.76,439.764,730.112,974.599,1206.451,1477.391,1662.698
83,33.13,508.426,705.541,848.386,1026.409,1346.153,1411.805
83,30.918,504.584,755.329,964.006,1142.321,1398.936,1486.753
83,19.427,525.349,709.131,902.544,1138.446,1475.617,1537.418
83,27.216,516.547,725.916,903.131,1075.173,1391.271,1465.935
83,24.365,511.772,739.418,935.918,1116.754,1550.309,1645.747
83,19.191,518.998,761.798,964.69,1150.796,1384.089,1398.58
84,15.525,441.451,740.73,1015.328,1207.879,1668.87,1734.788
84,26.263,492.693,719.896,875.667,1035.838,1277.074,1361.471
84,21.205,488.386,676.361,831.089,977.205,1150.622,1185.292
84,23.459,489.992,783.483,979.564,1118.883,1338.122,1423.026
84,22.568,520.416,772.004,947.459,1064.688,1529.393,1576.466
84,30.311,458.389,719.878,926.158,1090.509,1438.353,1530.32
84,32.563,513.04,752.188,875.799,1047.742,1299.235,1337.868
84,48.204,599.038,759.621,940.903,1167.175,1413.975,1729.552
84,43.443,500.943,704.459,896.185,1074.584,1371.1,1434.858
