iteration,l0,l25,l50,l75,l90,l99,l100
127,153.507,695.987,858.562,1059.345,1236.357,1495.59,1569.716
127,37.917,493.023,735.156,964.947,1252.737,1653.56,1830.294
127,19.164,507.888,692.284,890.468,1097.686,1301.922,1510.779
127,19.269,471.239,678.668,901.893,1066.798,1399.71,1431.927
127,23.206,597.091,758.223,956.646,1071.757,1226.265,1274.61
127,14.946,497.577,772.011,1026.285,1226.841,1517.506,1567.781
127,14.941,518.173,751.016,920.066,1037.674,1157.893,1320.193
127,26.585,648.82,836.105,1073.787,1228.653,1566.518,1973.555
127,25.759,522.823,747.562,913.94,1058.154,1325.914,1461.795
127,39.079,527.159,762.358,953.407,1103.47,1351.573,1511.384
128,19.271,491.288,770.148,983.745,1116.865,1458.941,1547.876
128,38.0,504.56,740.738,942.348,1089.721,1333.603,1366.637
128,15.943,488.12,706.397,941.049,1104.569,1395.724,1547.385
128,45.202,476.508,698.005,904.162,1113.4,1421.183,1486.956
128,23.806,545.871,735.655,880.064,1035.761,1237.966,1309.655
128,21.802,511.572,745.619,916.968,1106.2,1440.54,1573.261
128,39.374,461.38,735.388,965.384,1115.208,1385.113,1596.747
128,22.837,505.748,759.637,920.18,1083.365,1317.253,1400.077
128,27.139,538.024,760.56,958.62,1117.225,1273.96,1329.002
128,40.259,506.459,781.719,977.302,1120.935,1415.402,1466.203
129,18.843,322.089,720.357,1109.861,1283.823,1739.808,1929.574
129,21.653,564.774,793.674,996.904,1206.656,1542.776,1843.355
129,26.225,481.555,706.09,872.933,1047.595,1308.931,1362.193
129,18.589,501.396,766.326,936.23,1147.161,1490.438,1514.765
129,18.366,506.18,770.673,952.653,1121.147,1372.539,1438.338
129,38.774,496.181,743.483,919.279,1071.907,1514.192,1553.488
129,21.787,600.945,804.54,990.925,1151.775,1431.435,1543.823
129,20.068,367.288,725.262,991.559,1156.086,1460.659,1475.061
129,16.837,545.364,714.68,914.013,1051.217,1272.181,1393.43
129,33.724,536.404,701.979,867.297,1067.612,1401.763,1419.294
130,216.453,595.742,824.209,1053.757,1294.138,1838.643,1871.972
130,19.37,523.685,769.148,955.197,1130.629,1336.146,1405.674
130,25.431,522.379,744.111,897.035,1069.42,1319.134,1369.216
130,22.135,522.159,753.566,1003.8,1246.032,1743.626,1855.367
130,16.852,510.732,729.724,862.269,1027.285,1270.787,1410.846
130,17.679,479.29,694.438,878.986,1048.466,1231.02,1249.174
130,48.64,600.508,796.904,962.775,1132.815,1384.777,1447.416
130,15.205,461.464,692.59,914.752,1128.504,1422.316,1531.504
130,40.336,494.962,704.827,894.505,1128.649,1584.891,1765.734
130,22.401,541.868,754.987,973.454,1152.187,1383.988,1494.502
131,147.469,415.887,727.446,948.394,1144.278,1774.555,1852.969
131,19.777,457.983,729.329,900.375,1040.26,1290.134,1401.401
131,31.258,512.503,771.043,939.528,1072.284,1400.73,1579.05
131,38.116,501.425,741.222,903.747,1105.668,1390.536,1504.754
131,16.691,525.081,729.934,888.512,1030.958,1274.357,1339.115
131,31.423,497.603,779.764,993.929,1140.449,1356.954,1435.866
131,27.94,511.791,738.238,957.733,1091.223,1449.073,1730.149
131,26.033,538.149,743.264,937.557,1109.281,1319.901,1423.068
131,6.676,481.434,768.363,914.162,1132.981,1496.515,1689.076
131,26.333,574.034,758.162,910.307,1036.248,1380.673,1554.008
132,139.187,516.34,824.144,1012.487,1189.48,1651.237,1753.738
132,29.81,462.011,743.836,973.407,1138.09,1345.275,1377.534
132,33.227,488.475,706.372,929.549,1167.512,1577.902,1809.99
132,49.732,490.524,763.365,997.38,1179.612,1339.705,1443.35
132,17.039,469.695,770.311,955.257,1170.541,1499.586,1662.659
132,33.553,495.827,713.047,904.473,1122.669,1391.965,1447.697
132,26.48,518.17,762.234,915.769,1115.251,1435.969,1462.897
132,15.003,520.888,755.449,921.76,1077.262,1454.608,1518.455
132,21.397,508.131,755.054,928.843,1136.593,1409.356,1446.584
132,22.97,511.826,732.426,903.946,1061.375,1317.051,1357.425
133,106.985,522.713,821.442,1141.161,1454.616,2006.005,2114.03
133,36.933,498.304,718.736,921.979,1235.762,1607.886,1725.038
133,39.807,539.791,743.59,980.846,1186.057,1392.602,1589.581
133,42.103,581.026,829.188,1010.752,1164.033,1477.572,2012.078
133,31.486,561.036,759.033,890.263,1083.067,1266.358,1305.655
133,22.108,611.335,770.692,959.898,1115.173,1422.447,1647.865
133,39.079,505.723,717.835,891.44,1097.655,1509.471,1686.71
133,19.432,484.742,698.329,853.875,979.897,1173.372,1282.414
133,28.051,573.442,772.776,917.182,1016.794,1218.692,1286.871
133,29.665,512.025,755.034,922.104,1175.856,1715.129,1734.306
134,100.354,364.853,700.748,1181.343,1511.974,1924.154,1947.893
134,39.387,488.684,724.853,876.086,1021.784,1183.397,1227.341
134,20.167,487.709,820.9,1058.617,1320.202,1653.02,1689.257
134,40.889,563.452,730.804,886.642,1015.108,1248.093,1367.652
134,9.923,589.515,765.568,984.388,1120.178,1306.207,1392.96
134,15.215,578.525,765.03,965.764,1151.344,1384.626,1504.938
134,39.589,584.929,806.901,996.65,1119.945,1476.801,1639.208
134,53.668,523.595,757.271,906.308,1090.706,1439.442,1470.943
134,36.741,555.637,779.741,986.078,1108.55,1454.859,1668.306
134,29.934,544.597,758.005,1012.044,1273.53,1522.017,1555.345
135,25.121,383.065,727.081,989.362,1183.254,1642.285,1817.199
135,39.165,544.3,778.401,969.05,1152.432,1500.077,1648.665
135,37.104,521.879,736.757,882.305,1022.554,1355.72,1385.595
135,48.196,499.263,757.882,962.493,1231.077,1589.826,1642.09
135,52.834,504.227,725.546,892.427,1043.921,1353.156,1361.541
135,30.35,492.21,768.396,936.732,1063.462,1404.439,1436.242
135,25.928,563.815,824.585,1012.831,1181.242,1396.962,1440.322
135,18.373,513.057,813.231,1098.885,1252.244,1485.345,1505.375
135,42.843,502.438,738.195,972.934,1168.555,1461.385,1571.926
135,45.837,488.831,718.631,894.814,1033.256,1354.552,1461.906
136,57.693,575.941,798.126,1028.071,1199.561,1532.097,1688.563
136,26.362,569.149,780.535,1000.543,1164.25,1868.104,2288.921
136,7.346,473.22,769.539,989.131,1184.115,1543.645,1617.204
136,31.911,492.704,736.516,921.638,1116.721,1451.197,1481.064
136,28.048,517.406,731.697,858.167,978.872,1161.786,1202.868
136,24.981,488.13,753.533,1019.917,1257.038,1470.461,1604.844
136,21.095,486.236,687.436,930.317,1132.188,1367.509,1449.564
136,20.093,608.003,779.015,936.859,1039.62,1245.355,1288.725
136,22.251,506.652,760.243,939.217,1104.173,1479.621,1645.644
136,29.16,515.268,755.668,980.037,1138.516,1331.571,1398.218
137,208.172,549.257,743.491,1158.148,1812.802,2531.563,2716.213
137,19.815,504.327,748.45,918.304,1066.613,1363.257,1374.334
137,16.273,508.719,724.002,899.571,1081.354,1484.669,1536.558
137,20.297,509.485,738.007,919.36,1083.04,1311.675,1344.02
137,34.022,493.573,752.787,933.903,1150.849,1416.985,1491.571
137,14.625,487.92,704.851,888.562,1057.051,1366.474,1499.952
137,50.548,475.867,714.129,871.278,1027.459,1195.319,1197.532
137,46.413,532.42,735.567,903.719,1042.927,1391.277,1447.027
137,14.005,538.231,763.884,955.137,1112.804,1448.389,1480.221
137,20.43,502.278,736.452,905.24,1178.213,1768.631,1852.836
138,148.279,436.139,752.766,1016.689,1239.89,1638.746,1707.402
138,20.773,498.346,736.757,878.819,974.536,1213.7,1247.84
138,41.374,482.345,720.186,937.765,1091.938,1326.973,1369.049
138,15.12,534.432,730.094,902.498,1076.873,1233.869,1302.501
138,32.666,504.808,727.862,865.154,1021.496,1218.312,1346.894
138,99.629,487.151,740.459,912.761,1101.076,1632.674,1735.423
138,43.858,514.637,729.996,872.182,982.772,1278.127,1337.031
138,14.715,515.376,766.483,932.052,1099.991,1326.684,1526.275
138,21.872,551.301,764.774,988.436,1151.256,1404.262,1565.565
138,17.235,507.665,715.344,888.545,1167.559,1454.314,1614.233
139,169.242,332.155,705.651,1067.662,1638.232,2395.116,2470.99
139,48.604,523.888,728.33,895.842,1060.689,1408.847,1434.346
139,35.391,505.263,697.114,891.047,1038.766,1252.228,1314.194
139,16.125,542.773,747.552,977.489,1263.587,1840.535,1956.5
139,41.028,539.804,752.15,896.79,1075.971,1341.008,1428.333
139,41.056,595.571,808.184,1036.006,1161.719,1515.272,1573.901
139,38.268,521.563,700.726,893.804,1036.833,1262.131,1504.225
139,16.529,480.592,677.311,956.552,1174.666,1483.006,1642.139
139,65.064,578.757,729.807,960.325,1143.075,1332.23,1394.085
139,24.546,516.457,794.455,1000.158,1136.372,1518.501,1542.429
140,260.446,645.13,826.185,978.735,1114.083,1281.259,1292.7
140,28.56,481.429,734.324,898.426,1044.452,1442.731,1578.262
140,18.837,499.462,752.152,942.633,1081.751,1348.475,1438.202
140,42.605,625.512,770.311,931.625,1082.343,1441.827,1495.622
140,19.554,505.838,705.938,949.207,1096.476,1400.105,1574.634
140,50.191,471.419,703.657,861.271,1022.771,1179.231,1182.735
140,26.764,585.627,764.695,935.303,1086.448,1243.987,1260.754
140,25.707,563.822,731.842,939.182,1161.962,1438.281,1559.917
140,20.176,546.934,752.408,911.535,1015.679,1361.468,1404.6
140,28.162,508.238,790.485,982.544,1109.072,1416.473,1430.385
141,24.162,328.976,660.254,932.521,1574.465,2259.241,2301.45
141,40.838,550.486,751.025,877.757,1042.008,1311.716,1417.6
141,28.016,514.195,759.743,936.436,1052.024,1333.381,1413.792
141,29.213,488.122,734.492,960.429,1107.794,1703.993,1750.849
141,16.438,514.861,753.298,970.735,1180.176,1532.939,1690.525
141,37.019,484.668,738.103,885.739,1042.226,1346.563,1360.614
141,19.419,488.095,729.602,972.809,1273.261,1538.06,1558.09
141,18.242,540.439,759.558,970.074,1128.986,1296.232,1311.884
141,38.693,489.892,723.158,965.839,1177.974,1595.96,1662.723
141,25.781,528.57,752.881,951.659,1102.097,1313.834,1364.691
142,107.222,545.198,788.866,998.176,1160.108,1381.674,1436.192
142,18.132,561.504,750.449,951.164,1129.291,1387.955,1427.016
142,20.341,569.342,838.036,1051.894,1193.52,1527.682,1580.448
142,28.083,567.185,782.582,949.507,1129.622,1347.905,1664.69
142,51.191,495.194,723.244,942.408,1193.807,1721.918,1749.097
142,25.353,512.769,706.123,852.774,1048.393,1270.729,1487.481
142,27.998,483.916,728.349,950.42,1148.255,1457.551,1481.905
142,37.51,452.176,747.107,970.605,1193.423,1834.54,2049.513
142,18.383,574.489,752.348,969.351,1115.878,1416.429,1532.343
142,25.392,520.886,777.092,1065.013,1282.004,1547.992,1628.79
143,105.693,570.714,725.71,978.371,1729.763,2631.51,2647.045
143,27.01,553.276,749.461,984.668,1180.876,1347.391,1548.295
143,32.84,443.493,693.605,919.897,1113.783,1362.444,1499.944
143,31.503,518.966,740.323,967.302,1146.883,1325.827,1512.101
143,14.487,552.776,794.171,975.237,1163.047,1386.509,1436.162
143,18.967,578.103,772.03,936.172,1145.102,1468.282,1487.807
143,24.877,491.933,705.483,897.281,1061.974,1411.981,1427.28
143,35.522,480.569,743.289,957.27,1095.242,1314.566,1356.542
143,23.012,472.02,713.374,893.215,1051.639,1236.521,1392.987
143,21.448,524.67,773.791,958.061,1118.855,1332.398,1432.515
144,128.542,577.943,785.777,1151.732,1445.675,2063.733,2096.246
144,26.115,511.09,733.538,921.856,1080.388,1333.815,1434.835
144,45.492,548.368,780.871,973.79,1153.163,1559.926,1609.502
144,22.316,529.527,789.525,959.202,1172.169,1559.826,1614.86
144,26.926,502.497,763.406,931.764,1076.018,1273.881,1288.906
144,38.392,501.033,670.965,888.582,1138.599,1354.317,1391.039
144,22.046,476.544,727.854,893.799,1066.996,1344.628,1382.968
144,26.492,519.485,770.418,968.704,1069.051,1257.119,1313.793
144,39.514,555.473,773.45,959.571,1130.341,1346.719,1415.112
144,23.748,471.916,689.427,989.501,1247.578,1554.897,1606.381
145,129.633,603.819,799.867,989.873,1181.362,1496.853,1628.955
145,28.205,563.254,756.144,923.396,1054.611,1237.907,1312.554
145,25.577,534.217,768.376,984.47,1149.421,1418.696,1528.99
145,15.981,504.576,745.48,932.67,1061.483,1270.498,1327.582
145,33.978,557.581,792.841,984.213,1128.302,1343.659,1529.443
145,31.493,548.595,738.221,875.944,1028.251,1183.903,1197.878
145,26.612,503.942,743.592,931.015,1090.607,1396.308,1661.547
145,24.792,488.67,730.017,896.626,1037.841,1403.172,1455.66
145,15.638,491.404,685.542,872.589,1043.594,1447.536,1540.955
145,23.308,481.579,713.211,915.385,1136.854,1689.678,1967.576
146,116.455,474.659,728.61,1120.322,1416.874,1862.234,1933.648
146,26.442,492.5,739.278,935.031,1067.923,1282.919,1445.344
146,14.936,506.967,702.476,935.784,1168.11,1479.544,1633.139
146,22.079,514.619,785.07,933.711,1118.732,1383.856,1416.829
146,16.94,489.169,690.178,947.237,1163.32,1557.112,1799.132
146,37.242,520.755,699.748,829.515,978.512,1194.555,1327.019
146,21.345,510.503,737.812,947.804,1156.2,1337.327,1421.562
146,40.941,561.78,761.774,936.894,1103.258,1531.472,2054.391
146,30.329,536.915,774.814,999.719,1139.556,1333.196,1535.204
146,34.105,545.294,791.913,980.501,1129.926,1401.753,1495.433
147,136.967,413.994,756.083,1009.696,1171.465,1502.086,1579.891
147,13.243,525.325,687.693,910.21,1116.217,1351.53,1367.437
147,28.431,551.168,703.217,849.344,1000.19,1268.846,1338.462
147,28.523,570.622,674.983,864.19,988.869,1207.771,1272.371
147,30.728,504.141,727.275,965.675,1119.848,1328.882,1434.724
147,15.23,565.014,755.477,997.46,1213.68,1485.45,1728.08
147,22.849,542.262,769.957,934.434,1119.641,1540.849,1793.499
147,27.583,478.443,727.415,916.82,1125.116,1490.59,1581.28
147,20.577,549.743,771.927,923.111,1053.943,1302.881,1427.768
147,16.121,454.592,707.474,937.624,1167.812,1651.324,1681.561
148,255.745,759.11,869.144,1084.096,1259.762,1494.251,1702.286
148,25.87,540.839,787.312,953.612,1128.833,1369.982,1374.722
148,14.535,478.195,760.518,962.461,1105.473,1372.018,1513.755
148,21.893,535.254,759.134,972.881,1101.01,1448.075,1583.547
148,42.501,528.433,738.517,888.75,1086.619,1312.762,1398.158
148,16.959,490.475,754.564,969.978,1150.853,1393.577,1430.3
148,42.522,524.446,744.55,982.654,1175.362,1374.992,1418.6
148,36.474,566.212,747.168,904.97,1074.737,1340.904,1407.813
148,39.859,554.75,746.07,905.025,1054.581,1376.407,1454.452
148,41.304,469.993,748.571,910.518,1069.646,1222.044,1298.085
149,107.882,461.055,729.231,1197.892,1423.619,2026.663,2053.319
149,26.36,532.778,798.928,955.346,1076.031,1362.526,1389.797
149,21.834,572.972,760.794,952.198,1054.79,1423.974,1481.863
149,25.593,474.674,746.191,949.566,1088.915,1437.72,1492.535
149,18.666,550.662,779.646,999.414,1167.347,1462.822,1584.255
149,24.586,484.866,761.976,945.233,1147.472,1420.751,1494.515
149,15.875,499.894,732.533,938.754,1124.354,1326.115,1415.217
149,41.077,488.865,742.529,965.843,1108.206,1477.093,1522.114
149,25.013,481.439,712.175,863.338,1014.763,1315.638,1408.487
149,22.783,482.77,729.228,885.495,1032.418,1341.727,1435.316
150,10.665,520.82,775.726,1064.134,1507.613,2150.606,2443.439
150,15.238,487.53,720.524,943.552,1132.418,1482.608,1522.148
150,16.542,501.679,763.805,999.159,1308.731,1529.206,1569.223
150,21.037,373.404,688.913,929.9,1162.439,1595.307,1679.633
150,24.462,486.344,713.187,901.11,1095.303,1494.527,1543.143
150,18.648,565.104,828.548,993.022,1210.321,1424.428,1511.651
150,29.953,540.934,786.236,1010.194,1362.942,1993.081,2071.157
150,21.163,478.779,767.799,999.731,1208.392,1532.87,1631.949
150,16.044,490.151,743.449,950.045,1307.43,1712.417,1789.716
150,43.023,462.18,699.593,925.258,1072.645,1298.127,1314.839
151,153.147,633.706,794.502,1006.804,1253.254,1732.226,1774.155
151,16.524,499.005,687.906,861.928,1071.881,1472.057,1527.64
151,21.83,504.959,775.141,1000.506,1208.918,1503.114,1561.313
151,39.091,561.926,787.003,974.291,1145.423,1423.406,1593.743
151,20.806,534.794,707.069,872.932,1099.039,1354.296,1603.984
151,15.063,525.435,745.934,956.433,1159.327,1434.594,1541.437
151,40.111,512.842,739.319,911.048,1050.262,1386.349,1501.18
151,22.881,515.312,733.531,945.94,1100.568,1293.47,1374.362
151,20.34,438.546,742.942,933.855,1132.639,1404.976,1454.982
151,28.553,531.574,751.405,942.86,1096.908,1471.574,1612.953
152,22.281,468.707,773.571,988.828,1307.003,1774.632,1841.214
152,31.801,469.314,795.51,1019.664,1219.73,1516.401,1609.932
152,22.687,411.744,708.613,915.584,1122.93,1359.442,1419.943
152,23.683,486.559,763.512,962.541,1147.645,1366.346,1490.164
152,38.882,594.829,690.834,950.61,1188.481,1697.793,1726.723
152,47.481,505.452,735.421,899.32,1011.512,1213.053,1330.94
152,19.755,385.884,809.873,974.877,1151.073,1367.943,1442.896
152,23.863,476.699,727.459,963.787,1149.658,1401.149,1709.307
152,36.378,481.504,810.998,1015.703,1223.425,1607.627,1825.972
152,24.005,503.044,711.332,863.854,1004.309,1379.071,1422.909
153,91.502,553.778,826.336,993.414,1197.201,1560.029,1755.626
153,26.237,534.39,749.262,920.953,1152.909,1371.746,1487.832
153,25.862,559.2,756.837,945.803,1069.945,1395.565,1472.05
153,26.9,506.466,754.071,930.088,1061.702,1336.626,1607.22
153,20.268,553.26,756.632,936.926,1089.909,1399.076,1435.556
153,16.616,417.477,768.1,994.162,1232.303,1565.576,1598.894
153,25.175,475.6,739.647,956.947,1133.561,1399.397,1487.144
153,22.051,499.083,713.858,921.248,1156.936,1484.272,1645.34
153,33.098,502.538,714.551,940.602,1226.952,1491.468,1565.824
153,26.197,571.459,788.982,934.504,1082.097,1311.364,1338.9
154,152.793,504.09,820.047,1043.328,1286.37,1683.457,1975.763
154,21.45,504.693,701.817,876.637,1014.553,1274.153,1418.412
154,25.519,458.885,687.981,990.429,1251.496,1683.415,1824.241
154,21.512,400.907,726.645,929.699,1286.185,1752.736,1855.87
154,27.871,576.625,765.621,938.273,1129.323,1543.428,1633.379
154,36.441,480.194,746.648,928.561,1092.134,1445.646,1499.417
154,20.038,532.568,736.993,875.003,1106.442,1579.956,1616.564
154,47.471,492.074,739.414,939.881,1120.729,1578.995,1670.493
154,17.766,535.768,769.62,910.354,1112.068,1311.966,1408.408
154,20.145,500.386,730.813,896.715,1092.884,1430.294,1445.736
155,169.754,564.927,799.676,999.079,1175.871,1471.592,1561.203
155,22.767,538.441,758.575,951.92,1085.731,1561.118,1569.14
155,19.873,525.026,761.354,905.171,1033.35,1280.077,1350.68
155,26.228,569.317,834.295,1055.036,1188.399,1430.908,1441.977
155,39.165,562.027,760.921,959.671,1156.722,1377.993,1411.636
155,35.762,570.719,787.074,917.547,1076.762,1294.698,1333.557
155,48.556,554.788,754.596,940.006,1144.448,1509.907,1649.685
155,18.168,509.89,742.818,948.742,1153.765,1360.532,1448.098
155,27.203,529.087,742.74,884.91,1084.54,1440.327,1529.313
155,19.063,517.425,784.375,988.03,1156.594,1337.799,1454.353
156,80.21,453.701,748.462,976.157,1127.134,1657.976,1733.232
156,24.632,492.866,705.226,896.763,1024.964,1282.389,1321.39
156,22.485,512.486,781.712,1018.369,1138.856,1439.215,1503.445
156,15.195,516.663,718.089,904.808,1085.035,1360.143,1392.68
156,8.811,427.134,750.066,996.263,1142.679,1406.519,1478.406
156,41.413,513.675,733.28,909.809,1086.391,1645.929,1741.358
156,22.22,506.969,736.141,886.702,1042.833,1214.117,1261.633
156,34.895,539.542,761.428,914.691,1087.394,1281.97,1429.062
156,27.059,504.554,727.151,958.892,1153.039,1458.015,1520.253
156,22.877,512.314,729.312,991.684,1140.798,1392.764,1476.529
157,98.443,324.164,756.925,1093.363,1281.223,1659.263,1903.035
157,38.997,508.125,791.369,1001.499,1158.682,1412.088,1467.143
157,26.413,493.566,756.026,986.717,1128.824,1315.963,1455.966
157,43.188,541.681,732.542,870.679,989.854,1192.003,1370.918
157,17.766,579.535,793.483,975.964,1115.958,1472.84,1509.135
157,38.305,478.645,713.613,931.419,1060.994,1241.665,1296.169
157,21.065,538.778,750.2,937.611,1108.398,1363.541,1388.133
157,21.854,565.683,825.629,1022.027,1182.067,1354.992,1687.331
157,23.067,500.654,714.028,958.872,1238.559,1653.819,1995.11
157,21.793,526.38,738.642,914.527,1075.137,1422.159,1475.438
158,96.216,485.108,704.501,1026.492,1472.075,1906.323,2227.116
158,15.482,553.969,743.926,895.51,1078.999,1259.703,1463.982
158,22.412,497.62,747.965,988.916,1127.136,1429.662,1490.158
158,43.056,537.929,764.438,1006.985,1364.16,1744.286,1768.312
158,65.237,503.118,680.031,953.934,1286.3,1727.469,1790.258
158,20.608,502.381,723.034,908.255,1075.259,1301.642,1337.71
158,21.665,499.131,713.108,881.823,1006.023,1255.861,1291.77
158,36.411,505.09,745.44,926.768,1113.459,1481.612,1527.194
158,20.485,479.685,688.587,908.815,1060.218,1340.223,1477.11
158,16.657,533.982,756.992,949.923,1096.96,1281.616,1346.465
159,145.031,591.128,815.128,1010.902,1224.778,1464.643,1564.394
159,40.444,494.912,757.504,996.699,1141.46,1487.021,1636.021
159,23.53,518.693,748.299,985.565,1099.149,1424.378,1470.611
159,23.822,473.959,747.745,942.254,1076.498,1341.289,1469.896
159,24.921,496.718,721.243,855.277,1063.085,1347.301,1360.798
159,25.859,525.709,822.097,1050.524,1238.022,1455.363,1601.466
159,26.754,506.531,705.22,916.772,1083.11,1422.407,1498.176
159,5.343,508.374,749.196,1001.846,1156.271,1656.121,1771.759
159,19.165,531.45,760.697,946.453,1118.269,1339.411,1475.869
159,16.758,511.484,704.531,870.151,1030.063,1291.246,1475.091
160,170.708,522.255,793.664,1050.458,1233.496,1568.219,1599.672
160,28.222,511.515,710.41,900.369,1138.99,1412.384,1461.162
160,23.039,541.099,781.215,981.883,1139.42,1398.13,1539.453
160,28.7,505.914,726.827,953.303,1110.715,1477.032,1541.085
160,32.075,590.716,804.687,958.684,1110.465,1279.401,1527.789
160,15.485,471.337,676.181,866.705,990.433,1300.77,1338.543
160,36.242,538.736,738.364,953.879,1101.2,1342.653,1541.854
160,42.009,486.448,732.269,941.682,1152.165,1571.426,1691.337
160,22.537,533.022,757.009,946.109,1116.406,1451.549,1595.754
160,22.947,543.796,751.042,911.305,1084.995,1343.845,1443.404
161,21.23,684.756,881.929,1061.668,1285.231,1528.34,2023.579
161,23.066,517.379,745.227,956.708,1102.592,1380.93,1441.784
161,18.343,624.783,794.415,954.686,1230.111,1556.733,1572.443
161,27.864,524.848,736.917,933.822,1074.367,1296.628,1327.814
161,18.946,478.321,767.68,998.216,1158.246,1512.667,1632.699
161,19.913,513.368,742.371,922.893,1066.456,1242.523,1320.804
161,16.178,519.002,717.29,934.631,1149.484,1485.995,1676.954
161,15.873,553.357,725.123,868.564,1049.299,1197.362,1336.211
161,21.767,482.575,678.038,902.956,1129.876,1452.741,1499.293
161,26.738,407.241,673.01,929.267,1097.49,1556.3,1619.947
162,50.957,455.529,786.549,985.043,1123.406,1391.061,1434.766
162,14.444,516.687,752.985,905.62,1044.96,1299.05,1386.059
162,37.948,560.267,699.492,860.103,1016.289,1420.376,1490.833
162,20.093,511.926,705.163,842.018,999.607,1167.181,1358.646
162,42.856,480.374,750.906,930.228,1104.622,1318.668,1428.434
162,31.665,492.633,770.34,967.517,1135.019,1388.723,1418.134
162,39.276,492.494,743.03,976.207,1091.836,1317.058,1438.169
162,14.882,519.689,720.582,966.924,1133.025,1591.115,1706.629
162,41.29,511.756,708.921,891.57,1133.347,1374.751,1571.82
162,37.348,552.516,776.302,953.716,1135.664,1366.913,1460.303
163,48.476,352.264,734.174,995.294,1166.816,1496.658,1531.737
163,33.446,495.721,728.184,941.186,1064.409,1286.318,1340.899
163,14.104,542.863,768.071,974.213,1152.248,1346.365,1587.801
163,39.844,528.712,758.586,939.211,1120.828,1530.427,1644.924
163,14.887,505.205,734.781,872.993,974.779,1269.041,1287.103
163,27.502,502.156,770.56,888.581,1059.304,1323.311,1349.271
163,22.237,502.939,705.762,879.686,1084.137,1367.331,1485.917
163,17.898,470.373,749.698,904.863,1121.997,1343.626,1369.134
163,21.983,570.095,737.752,939.966,1194.109,1434.479,1930.441
163,30.218,535.27,755.93,968.513,1124.307,1324.89,1432.969
164,145.652,530.215,775.081,1174.267,1409.813,2054.463,2172.596
164,23.34,538.501,818.215,995.519,1195.152,1636.567,1664.913
164,38.84,508.486,733.897,897.219,1079.922,1332.422,1501.257
164,4.906,538.4,703.044,926.123,1094.772,1441.074,1496.894
164,21.277,550.542,813.272,1002.09,1093.372,1420.807,1522.897
164,19.307,520.714,771.773,952.744,1100.588,1419.418,1465.92
164,27.624,500.723,769.445,914.022,1090.55,1347.69,1434.346
164,38.76,441.151,700.226,961.152,1136.45,1575.815,1949.797
164,32.916,501.844,733.289,881.73,1027.616,1228.979,1334.034
164,25.376,541.688,760.717,922.742,1063.717,1300.244,1426.161
165,273.872,667.96,850.928,1062.751,1295.409,1949.265,2012.528
165,19.869,588.218,775.569,973.447,1192.673,1532.689,1642.37
165,26.881,524.357,730.9,925.363,1084.814,1285.209,1393.904
165,24.219,692.262,849.082,1038.006,1201.517,1472.993,1528.812
165,27.046,506.702,747.126,914.32,1059.352,1323.859,1363.402
165,32.378,493.956,703.18,888.137,1069.395,1427.359,1587.044
165,9.87,492.102,786.427,947.544,1090.251,1316.921,1407.505
165,25.068,505.476,693.509,910.979,1086.953,1261.887,1347.358
165,44.969,557.777,779.187,956.495,1109.878,1378.987,1515.793
165,33.298,498.039,686.342,903.403,1126.233,1411.654,1507.673
166,113.647,566.044,743.892,995.918,1168.415,1431.388,1486.764
166,26.083,501.091,735.844,923.471,1116.36,1407.738,1430.429
166,16.868,565.282,807.065,1018.747,1132.692,1322.7,1330.687
166,28.749,503.56,769.979,973.246,1131.379,1469.334,1479.652
166,15.408,530.37,777.372,925.452,1061.69,1205.641,1344.853
166,26.365,576.2,780.021,985.28,1150.801,1603.126,1662.714
166,16.678,514.088,736.09,900.112,1115.931,1461.543,1480.201
166,21.453,535.594,804.943,1002.185,1192.558,1340.002,1356.536
166,29.58,533.079,750.176,916.369,1101.101,1290.079,1359.921
166,25.295,601.646,810.064,956.934,1067.544,1272.834,1296.052
167,69.766,444.938,760.317,1119.165,1501.731,2104.317,2346.705
167,40.234,487.208,737.782,920.65,1201.469,1464.679,1503.46
167,50.774,512.951,743.527,898.401,1051.395,1241.905,1378.872
167,20.383,492.987,719.047,947.19,1098.36,1283.236,1303.04
167,17.047,560.425,764.541,946.975,1095.835,1361.077,1398.169
167,14.531,537.898,724.138,987.872,1151.327,1494.897,1511.157
167,7.339,610.208,753.433,894.213,1116.684,1488.831,1580.969
167,39.61,471.958,724.459,892.988,1041.688,1243.462,1294.49
167,41.249,558.296,723.386,876.181,1029.507,1277.777,1318.727
167,38.001,526.23,774.802,996.324,1257.829,1635.28,1883.243
168,108.232,569.257,807.174,977.532,1131.63,1510.384,1680.485
168,22.036,549.656,755.821,912.737,1060.227,1333.864,1389.703
168,44.456,538.474,738.64,951.291,1307.674,1663.787,1815.824
168,16.17,492.405,696.589,893.22,1069.739,1367.283,1372.725
168,33.673,489.909,736.498,937.81,1192.683,1510.697,1631.071
168,22.441,520.656,749.855,987.94,1207.999,1545.637,1840.528
168,41.897,521.748,791.518,994.803,1138.171,1616.113,1684.575
168,15.162,481.018,821.265,975.065,1139.603,1454.203,1562.688
168,17.317,514.685,720.287,976.768,1193.476,1403.176,1481.545
168,21.365,483.73,760.479,973.173,1070.833,1305.292,1367.185
169,25.87,433.349,724.426,1101.609,1272.817,1763.571,1842.966
169,22.21,509.375,747.569,938.25,1096.012,1334.345,1621.578
