1578763793,nan,-1,20000,0,0,0
1578763796,nan,-1,19999,0,0,0
1578763799,nan,-1,19998,0,0,0
1578763802,nan,-1,19997,0,0,0
1578763805,nan,-1,19996,0,0,0
1578763808,nan,-1,19995,0,0,0
1578763811,nan,-1,19994,0,0,0
1578763814,nan,-1,19993,0,0,0
1578763817,nan,-1,19992,0,0,0
1578763820,nan,-1,19991,0,0,0
1578763823,nan,-1,19990,0,0,0
1578763826,nan,-1,19989,0,0,0
1578763829,nan,-1,19988,0,0,0
1578763832,nan,-1,19987,0,0,0
1578763835,nan,-1,19986,0,0,0
1578763838,nan,-1,19985,0,0,0
1578763841,nan,-1,19984,0,0,0
1578763844,nan,-1,19983,0,0,0
1578763847,nan,-1,19982,0,0,0
1578763851,nan,-1,19981,0,0,0
1578763854,nan,-1,19980,0,0,0
1578763857,nan,-1,19979,0,0,0
1578763860,nan,-1,19978,0,0,0
1578763863,nan,-1,19977,0,0,0
1578763866,nan,-1,19976,0,0,0
1578763869,nan,-1,19975,0,0,0
1578763872,nan,-1,19974,0,0,0
1578763875,nan,-1,19973,0,0,0
1578763878,nan,-1,19972,0,0,0
1578763881,nan,-1,19971,0,0,0
1578763884,nan,-1,19970,0,0,0
1578763887,nan,-1,19969,0,0,0
1578763890,nan,-1,19968,0,0,0
1578763893,nan,-1,19967,0,0,0
1578763896,nan,-1,19966,0,0,0
1578763899,nan,-1,19965,0,0,0
1578763902,nan,-1,19964,0,0,0
1578763905,nan,-1,19963,0,0,0
1578763908,nan,-1,19962,0,0,0
1578763911,nan,-1,19961,0,0,0
1578763915,nan,-1,19960,0,0,0
1578763918,nan,-1,19959,0,0,0
1578763921,nan,-1,19958,0,0,0
1578763924,nan,-1,19957,0,0,0
1578763927,nan,-1,19956,0,0,0
1578763930,nan,-1,19955,0,0,0
1578763933,nan,-1,19954,0,0,0
1578763936,nan,-1,19953,0,0,0
1578763939,nan,-1,19952,0,0,0
1578763942,nan,-1,19951,0,0,0
1578763945,nan,-1,19950,0,0,0
1578763948,nan,-1,19949,0,0,0
1578763951,nan,-1,19948,0,0,0
1578763954,nan,-1,19947,0,0,0
1578763957,nan,-1,19946,0,0,0
1578763960,nan,-1,19945,0,0,0
1578763963,nan,-1,19944,0,0,0
1578763966,nan,-1,19943,0,0,0
1578763969,nan,-1,19942,0,0,0
1578763972,nan,-1,19941,0,0,0
1578763976,nan,-1,19940,0,0,0
1578763979,nan,-1,19939,0,0,0
1578763982,nan,-1,19938,0,0,0
1578763985,nan,-1,19937,0,0,0
1578763988,nan,-1,19936,0,0,0
1578763991,nan,-1,19935,0,0,0
1578763994,nan,-1,19934,0,0,0
1578763997,nan,-1,19933,0,0,0
1578764000,nan,-1,19932,0,0,0
1578764003,nan,-1,19931,0,0,0
1578764006,nan,-1,19930,0,0,0
1578764009,nan,-1,19929,0,0,0
1578764012,nan,-1,19928,0,0,0
1578764015,nan,-1,19927,0,0,0
1578764018,nan,-1,19926,0,0,0
1578764021,nan,-1,19925,0,0,0
1578764024,nan,-1,19924,0,0,0
1578764027,nan,-1,19923,0,0,0
1578764030,nan,-1,19922,0,0,0
1578764033,nan,-1,19921,0,0,0
1578764037,nan,-1,19920,0,0,0
1578764040,nan,-1,19919,0,0,0
1578764043,nan,-1,19918,0,0,0
1578764046,nan,-1,19917,0,0,0
1578764049,nan,-1,19916,0,0,0
1578764052,nan,-1,19915,0,0,0
1578764055,nan,-1,19914,0,0,0
1578764058,nan,-1,19913,0,0,0
1578764061,nan,-1,19912,0,0,0
1578764064,nan,-1,19911,0,0,0
1578764067,nan,-1,19910,0,0,0
1578764070,nan,-1,19909,0,0,0
1578764073,nan,-1,19908,0,0,0
1578764076,nan,-1,19907,0,0,0
1578764079,nan,-1,19906,0,0,0
